order_date,pages_visited,order_id,customer_id,tshirt_category,tshirt_price,tshirt_quantity
2016/08/26,10,HTS-087300-0001,087300,White T-Shirt M,20.0,1
2016/02/01,13,HTS-327521-0001,327521,Hoodie,23.0,1
2016/08/24,15,HTS-3elin7-0003,3elin7,Black T-Shirt F,17.5,2
2014/10/02,15,HTS-807505-0001,807505,Hoodie,23.0,2
2017/03/20,8,HTS-wgj3oe-0003,wgj3oe,White T-Shirt F,18.0,1
2015/05/02,10,HTS-871775-0003,871775,Hoodie,23.0,1
2016/12/16,7,HTS-192888-0003,192888,Tennis Shirt,24.0,1
2016/05/20,5,HTS-609445-0002,609445,Black T-Shirt M,19.0,1
2016/01/01,6,HTS-719918-0004,719918,White T-Shirt M,20.0,1
2016/09/03,11,HTS-878415-0003,878415,White T-Shirt F,18.0,4
2013/09/11,10,HTS-420297-0001,420297,Wh Tshirt F,18.0,2
2015/02/16,12,HTS-499938-0003,499938,White T-Shirt M,20.0,3
2013/09/26,18,HTS-689870-0001,689870,Bl Tshirt M,19.0,4
2017/03/17,12,HTS-125082-0003,125082,White T-Shirt F,18.0,22
2016/12/04,4,HTS-6ssnhk-0002,6ssnhk,Black T-Shirt F,17.5,1
2016/10/15,8,HTS-936057-0002,936057,White T-Shirt F,18.0,1
2015/12/20,13,HTS-546805-0001,546805,Hoodie,23.0,1
2014/09/28,11,HTS-269567-0005,269567,Tennis Shirt,24.0,1
2016/08/15,2,HTS-269567-0013,269567,White T-Shirt M,20.0,3
2016/02/25,12,HTS-694165-0002,694165,White T-Shirt M,20.0,16
2016/02/17,9,HTS-350458-0006,350458,White T-Shirt M,20.0,2
2015/08/13,8,HTS-204871-0004,204871,White T-Shirt M,20.0,3
2015/10/19,9,HTS-0423fg-0001,0423fg,White T-Shirt M,20.0,4
2015/10/08,15,HTS-9a3u32-0001,9a3u32,Hoodie,23.0,5
2015/12/06,12,HTS-104654-0003,104654,Tennis Shirt,24.0,11
2016/08/15,7,HTS-534932-0004,534932,Hoodie,23.0,3
2017/03/06,6,HTS-894901-0004,894901,Hoodie,23.0,1
2017/04/12,4,HTS-971547-0006,971547,Tennis Shirt,24.0,2
2015/08/04,28,HTS-807095-0001,807095,White T-Shirt M,20.0,1
2014/06/05,16,HTS-012671-0001,012671,White T-Shirt M,20.0,1
2015/11/19,16,HTS-lu6tcm-0001,lu6tcm,White T-Shirt M,20.0,1
2014/11/02,12,HTS-871588-0001,871588,Hoodie,23.0,4
2016/02/14,10,HTS-1xaqzb-0003,1xaqzb,Hoodie,23.0,6
2016/02/18,8,HTS-284945-0003,284945,White T-Shirt M,20.0,1
2015/08/23,12,HTS-648104-0002,648104,Tennis Shirt,24.0,3
2016/11/10,11,HTS-2921dg-0003,2921dg,White T-Shirt M,20.0,2
2017/03/21,10,HTS-jsnmpj-0003,jsnmpj,White T-Shirt M,20.0,2
2016/01/18,6,HTS-yzs2v1-0001,yzs2v1,Tennis Shirt,24.0,15
2014/03/02,16,HTS-229504-0001,229504,Hoodie,23.0,1
2015/10/01,8,HTS-819441-0001,819441,White T-Shirt M,20.0,1
2016/04/03,8,HTS-648367-0005,648367,Hoodie,23.0,5
2016/01/11,9,HTS-5d1q61-0001,5d1q61,Tennis Shirt,24.0,1
2016/01/31,7,HTS-030427-0003,030427,Black T-Shirt M,19.0,1
2016/11/06,5,HTS-61lbbt-0002,61lbbt,White T-Shirt F,18.0,1
2014/02/25,18,HTS-028250-0001,028250,Black T-Shirt F,17.5,2
2015/12/13,6,HTS-758881-0005,758881,Black T-Shirt F,17.5,3
2015/09/13,21,HTS-453195-0001,453195,Hoodie,23.0,1
2014/06/20,12,HTS-287051-0001,287051,Hoodie,23.0,2
2016/04/18,13,HTS-008680-0003,008680,Black T-Shirt F,17.5,2
2016/06/04,14,HTS-014796-0001,014796,Black T-Shirt M,19.0,1
2016/03/10,4,HTS-365731-0003,365731,Hoodie,23.0,1
2013/10/27,15,HTS-821605-0001,821605,Hoodie,23.0,1
2015/05/01,16,HTS-948293-0002,948293,Black T-Shirt M,19.0,5
2013/07/10,13,HTS-540386-0001,540386,Bl Tshirt M,19.0,1
2017/03/10,7,HTS-741926-0003,741926,Hoodie,23.0,16
2016/10/03,6,HTS-729558-0005,729558,Hoodie,23.0,1
2016/12/21,13,HTS-gpbgdq-0001,gpbgdq,Hoodie,23.0,1
2015/08/17,13,HTS-741097-0003,741097,Black T-Shirt F,17.5,4
2015/06/26,11,HTS-275327-0002,275327,Tennis Shirt,24.0,1
2015/01/30,15,HTS-196168-0003,196168,Black T-Shirt M,19.0,1
2013/10/20,12,HTS-122389-0001,122389,Hoodie,23.0,1
2014/06/25,11,HTS-739121-0001,739121,Hoodie,23.0,2
2014/07/15,16,HTS-511425-0002,511425,White T-Shirt M,20.0,7
2016/10/28,15,HTS-rr0abv-0002,rr0abv,White T-Shirt M,20.0,2
2014/09/12,10,HTS-830956-0001,830956,Black T-Shirt F,17.5,3
2016/05/21,15,HTS-zh19tu-0001,zh19tu,Hoodie,23.0,1
2017/02/02,11,HTS-244823-0003,244823,Hoodie,23.0,2
2015/05/16,2,HTS-890205-0004,890205,White T-Shirt F,18.0,3
2014/05/26,13,HTS-740445-0001,740445,White T-Shirt M,20.0,1
2016/12/04,3,HTS-119434-0007,119434,Black T-Shirt M,19.0,3
2017/02/21,16,HTS-jrvq5p-0002,jrvq5p,White T-Shirt M,20.0,4
2016/04/06,11,HTS-270305-0002,270305,Hoodie,23.0,2
2017/02/12,10,HTS-pr3b1k-0002,pr3b1k,Black T-Shirt F,17.5,1
2014/10/12,15,HTS-861259-0002,861259,White T-Shirt M,20.0,5
2016/03/10,17,HTS-421073-0001,421073,Black T-Shirt F,17.5,1
2017/01/10,8,HTS-0uvg69-0001,0uvg69,White T-Shirt M,20.0,1
2015/09/07,11,HTS-778031-0002,778031,White T-Shirt F,18.0,1
2017/03/24,15,HTS-276346-0004,276346,Hoodie,23.0,3
2015/10/04,21,HTS-ueuo59-0001,ueuo59,White T-Shirt M,20.0,6
2014/10/04,14,HTS-654550-0001,654550,Black T-Shirt M,19.0,1
2016/12/21,13,HTS-422368-0002,422368,White T-Shirt M,20.0,1
2014/10/24,12,HTS-889433-0001,889433,Black T-Shirt F,17.5,1
2014/08/10,12,HTS-157536-0002,157536,Hoodie,23.0,3
2015/09/27,10,HTS-sxb028-0001,sxb028,Hoodie,23.0,2
2013/11/23,23,HTS-297485-0001,297485,Bl Tshirt F,17.5,2
2015/08/26,12,HTS-480728-0003,480728,Tennis Shirt,24.0,1
2016/08/28,6,HTS-855435-0005,855435,White T-Shirt M,20.0,2
2014/02/12,8,HTS-303973-0002,303973,White T-Shirt M,20.0,4
2015/08/15,10,HTS-500847-0003,500847,Black T-Shirt M,19.0,1
2014/10/09,5,HTS-476088-0001,476088,White T-Shirt M,20.0,1
2016/11/22,11,HTS-644662-0004,644662,Black T-Shirt F,17.5,1
2014/01/12,10,HTS-372048-0001,372048,White T-Shirt F,18.0,5
2015/12/03,11,HTS-027163-0003,027163,Tennis Shirt,24.0,1
2016/06/15,8,HTS-031876-0005,031876,Black T-Shirt M,19.0,1
2015/12/17,13,HTS-9rx920-0001,9rx920,Hoodie,23.0,1
2013/10/15,9,HTS-267329-0001,267329,Bl Tshirt M,19.0,2
2015/05/21,10,HTS-832265-0002,832265,Hoodie,23.0,1
2017/01/23,13,HTS-460611-0002,460611,Black T-Shirt M,19.0,1
2016/12/09,11,HTS-2ilhd2-0003,2ilhd2,Black T-Shirt M,19.0,1
2015/02/03,13,HTS-943812-0003,943812,Black T-Shirt M,19.0,1
2016/11/24,11,HTS-pz0xyz-0003,pz0xyz,Black T-Shirt F,17.5,1
2017/03/05,13,HTS-23ilcd-0002,23ilcd,Black T-Shirt M,19.0,5
2016/09/12,11,HTS-012334-0001,012334,White T-Shirt M,20.0,1
2016/08/07,8,HTS-779629-0005,779629,White T-Shirt M,20.0,9
2017/03/28,11,HTS-fisb0w-0003,fisb0w,Hoodie,23.0,3
2016/03/04,9,HTS-736327-0003,736327,White T-Shirt M,20.0,1
2015/06/29,6,HTS-843897-0001,843897,White T-Shirt M,20.0,1
2016/01/10,14,HTS-214161-0001,214161,Black T-Shirt F,17.5,1
2016/11/13,15,HTS-003742-0001,003742,White T-Shirt M,20.0,1
2015/03/13,9,HTS-322888-0004,322888,White T-Shirt M,20.0,3
2014/11/02,17,HTS-277471-0001,277471,White T-Shirt M,20.0,1
2014/06/25,11,HTS-309303-0001,309303,Hoodie,23.0,1
2016/06/10,9,HTS-520150-0005,520150,Black T-Shirt M,19.0,2
2013/10/19,13,HTS-638595-0001,638595,Tennis Shirt,24.0,2
2013/09/19,12,HTS-011387-0001,011387,Hoodie,23.0,2
2013/11/02,12,HTS-016640-0001,016640,Tennis Shirt,24.0,1
2015/11/22,8,HTS-451423-0005,451423,White T-Shirt M,20.0,4
2016/12/11,12,HTS-920538-0005,920538,Black T-Shirt M,19.0,2
2016/10/03,23,HTS-khrest-0002,khrest,Tennis Shirt,24.0,1
2016/02/13,9,HTS-xatnxc-0002,xatnxc,Black T-Shirt F,17.5,2
2013/11/20,21,HTS-945235-0001,945235,Tennis Shirt,24.0,5
2015/09/12,12,HTS-622pqa-0001,622pqa,Hoodie,23.0,1
2015/01/03,9,HTS-731444-0002,731444,Black T-Shirt M,19.0,2
2015/01/07,10,HTS-062752-0001,062752,Black T-Shirt M,19.0,1
2015/04/23,10,HTS-801811-0002,801811,White T-Shirt F,18.0,3
2016/10/21,12,HTS-287016-0002,287016,White T-Shirt F,18.0,1
2016/04/07,9,HTS-103126-0001,103126,Black T-Shirt F,17.5,1
2015/07/12,8,HTS-342340-0002,342340,White T-Shirt F,18.0,1
2015/12/31,9,HTS-426626-0002,426626,White T-Shirt M,20.0,15
2017/02/01,14,HTS-nt2nht-0002,nt2nht,White T-Shirt M,20.0,2
2015/12/03,8,HTS-mg7nkc-0001,mg7nkc,White T-Shirt M,20.0,1
2016/06/23,7,HTS-323592-0003,323592,Black T-Shirt M,19.0,1
2015/03/13,10,HTS-679235-0003,679235,White T-Shirt F,18.0,2
2016/10/17,12,HTS-070592-0003,070592,Hoodie,23.0,1
2013/08/13,17,HTS-434039-0001,434039,Bl Tshirt M,19.0,1
2016/06/18,13,HTS-822994-0001,822994,Hoodie,23.0,1
2013/10/02,8,HTS-505143-0001,505143,Tennis Shirt,24.0,1
2016/07/19,7,HTS-627seq-0002,627seq,Tennis Shirt,24.0,1
2016/09/19,7,HTS-406285-0002,406285,Black T-Shirt M,19.0,2
2015/10/04,6,HTS-855348-0004,855348,Black T-Shirt F,17.5,2
2013/09/24,13,HTS-468209-0001,468209,Hoodie,23.0,1
2014/04/18,10,HTS-326646-0002,326646,Tennis Shirt,24.0,5
2016/12/15,11,HTS-963433-0003,963433,Black T-Shirt M,19.0,2
2016/06/23,9,HTS-249636-0004,249636,Hoodie,23.0,1
2016/05/16,11,HTS-166478-0003,166478,White T-Shirt F,18.0,4
2014/10/28,8,HTS-560448-0001,560448,Black T-Shirt F,17.5,1
2016/02/29,5,HTS-994439-0002,994439,White T-Shirt M,20.0,1
2017/04/10,6,HTS-706289-0003,706289,White T-Shirt F,18.0,2
2013/10/16,14,HTS-727296-0001,727296,Wh Tshirt F,18.0,4
2015/07/16,6,HTS-545790-0005,545790,Tennis Shirt,24.0,3
2016/10/20,13,HTS-706275-0001,706275,White T-Shirt M,20.0,1
2016/09/26,11,HTS-258755-0003,258755,White T-Shirt F,18.0,11
2016/09/30,16,HTS-b6y81o-0002,b6y81o,White T-Shirt M,20.0,2
2016/01/27,15,HTS-896936-0001,896936,White T-Shirt F,18.0,1
2016/12/12,10,HTS-y2f3ci-0001,y2f3ci,Black T-Shirt M,19.0,1
2016/06/19,9,HTS-wj6nxt-0002,wj6nxt,Black T-Shirt M,19.0,4
2014/10/05,5,HTS-573700-0002,573700,Hoodie,23.0,2
2015/10/08,13,HTS-3p5phd-0001,3p5phd,Hoodie,23.0,2
2017/03/21,11,HTS-lv9jvo-0002,lv9jvo,White T-Shirt M,20.0,16
2015/05/24,13,HTS-163194-0003,163194,Black T-Shirt M,19.0,1
2015/12/10,5,HTS-334825-0006,334825,Black T-Shirt F,17.5,1
2014/01/01,9,HTS-085371-0002,085371,Black T-Shirt M,19.0,1
2016/06/20,8,HTS-b5ug9l-0002,b5ug9l,White T-Shirt M,20.0,4
2016/10/01,15,HTS-038828-0002,038828,Black T-Shirt F,17.5,3
2016/02/21,11,HTS-618608-0002,618608,White T-Shirt M,20.0,1
2015/11/04,9,HTS-957873-0001,957873,Black T-Shirt M,19.0,1
2016/12/07,3,HTS-566502-0008,566502,White T-Shirt F,18.0,1
2015/09/30,15,HTS-654057-0003,654057,Black T-Shirt M,19.0,2
2015/12/11,11,HTS-802747-0001,802747,Hoodie,23.0,1
2015/07/02,9,HTS-313242-0003,313242,Hoodie,23.0,1
2015/09/01,7,HTS-k753yx-0001,k753yx,White T-Shirt F,18.0,2
2013/10/10,11,HTS-536448-0001,536448,Tennis Shirt,24.0,2
2014/08/29,11,HTS-585487-0001,585487,White T-Shirt M,20.0,1
2016/09/16,9,HTS-cp806p-0002,cp806p,White T-Shirt F,18.0,1
2016/03/03,11,HTS-060637-0001,060637,Tennis Shirt,24.0,3
2014/12/18,8,HTS-005604-0002,005604,Black T-Shirt F,17.5,4
2016/12/02,15,HTS-427803-0004,427803,White T-Shirt M,20.0,2
2015/10/17,11,HTS-725469-0001,725469,White T-Shirt M,20.0,1
2017/02/26,9,HTS-201567-0004,201567,Black T-Shirt F,17.5,3
2015/12/11,11,HTS-521467-0003,521467,Black T-Shirt F,17.5,2
2016/03/06,7,HTS-129097-0005,129097,Hoodie,23.0,3
2015/09/30,13,HTS-23jz9v-0001,23jz9v,Black T-Shirt F,17.5,1
2016/01/18,6,HTS-651073-0003,651073,Black T-Shirt M,19.0,1
2014/08/09,13,HTS-054349-0001,054349,Black T-Shirt M,19.0,1
2016/07/23,6,HTS-ncelx4-0004,ncelx4,Black T-Shirt M,19.0,1
2014/05/02,11,HTS-345256-0002,345256,Hoodie,23.0,2
2016/04/16,14,HTS-424841-0003,424841,Black T-Shirt M,19.0,2
2014/12/19,12,HTS-795942-0003,795942,Black T-Shirt M,19.0,4
2016/09/23,7,HTS-392309-0005,392309,White T-Shirt M,20.0,2
2016/03/26,6,HTS-069803-0007,069803,Black T-Shirt F,17.5,1
2016/03/24,7,HTS-871514-0006,871514,White T-Shirt F,18.0,4
2015/07/24,13,HTS-321056-0002,321056,Black T-Shirt M,19.0,3
2015/11/14,3,HTS-703680-0006,703680,White T-Shirt M,20.0,3
2015/01/14,9,HTS-703023-0002,703023,White T-Shirt M,20.0,6
2015/02/14,16,HTS-708859-0001,708859,White T-Shirt M,20.0,1
2017/02/12,9,HTS-678582-0004,678582,Black T-Shirt M,19.0,1
2014/12/05,13,HTS-447463-0001,447463,Black T-Shirt F,17.5,2
2016/01/06,17,HTS-455778-0001,455778,White T-Shirt F,18.0,3
2016/02/16,13,HTS-443445-0003,443445,Hoodie,23.0,1
2016/05/03,8,HTS-gw94fj-0002,gw94fj,Black T-Shirt M,19.0,5
2015/01/01,8,HTS-491414-0001,491414,Black T-Shirt F,17.5,1
2016/04/18,8,HTS-110717-0003,110717,Black T-Shirt F,17.5,1
2014/12/31,11,HTS-981536-0001,981536,Hoodie,23.0,1
2016/10/27,11,HTS-rdejma-0002,rdejma,Hoodie,23.0,1
2016/12/08,9,HTS-663554-0004,663554,Black T-Shirt M,19.0,15
2017/03/13,5,HTS-727927-0004,727927,White T-Shirt F,18.0,1
2015/08/25,17,HTS-568457-0001,568457,Tennis Shirt,24.0,1
2015/09/28,7,HTS-574059-0004,574059,White T-Shirt M,20.0,9
2016/01/14,8,HTS-ybmwpu-0002,ybmwpu,Hoodie,23.0,1
2017/02/03,5,HTS-704569-0005,704569,Tennis Shirt,24.0,5
2014/09/18,16,HTS-796005-0001,796005,White T-Shirt M,20.0,3
2016/12/13,11,HTS-247612-0002,247612,White T-Shirt M,20.0,2
2014/05/08,17,HTS-356858-0002,356858,White T-Shirt M,20.0,5
2015/06/12,20,HTS-qgzjoy-0001,qgzjoy,Tennis Shirt,24.0,1
2016/08/15,14,HTS-m5w96j-0002,m5w96j,Hoodie,23.0,1
2015/08/21,10,HTS-6yyhnq-0002,6yyhnq,White T-Shirt M,20.0,7
2016/04/23,13,HTS-864586-0001,864586,White T-Shirt M,20.0,1
2016/12/22,9,HTS-738982-0004,738982,Black T-Shirt M,19.0,2
2013/09/18,16,HTS-353067-0001,353067,Hoodie,23.0,3
2016/03/06,11,HTS-668867-0001,668867,White T-Shirt F,18.0,1
2015/08/06,8,HTS-013143-0001,013143,Hoodie,23.0,1
2016/08/08,9,HTS-0j78tu-0001,0j78tu,Hoodie,23.0,1
2017/01/27,13,HTS-1umqf9-0003,1umqf9,Hoodie,23.0,5
2014/10/12,17,HTS-516089-0001,516089,White T-Shirt M,20.0,1
2014/10/09,10,HTS-300432-0001,300432,White T-Shirt M,20.0,2
2016/11/21,9,HTS-bf1qmi-0001,bf1qmi,White T-Shirt M,20.0,2
2014/11/19,11,HTS-556508-0002,556508,Black T-Shirt F,17.5,1
2016/11/26,15,HTS-otmplo-0003,otmplo,White T-Shirt M,20.0,2
2015/10/23,13,HTS-690231-0002,690231,Hoodie,23.0,1
2015/09/25,10,HTS-9qfi3o-0002,9qfi3o,Hoodie,23.0,1
2016/07/07,10,HTS-206120-0001,206120,Black T-Shirt M,19.0,1
2016/01/14,7,HTS-940138-0001,940138,White T-Shirt M,20.0,1
2016/11/13,8,HTS-891310-0005,891310,Hoodie,23.0,1
2016/07/09,13,HTS-ezjofb-0001,ezjofb,Tennis Shirt,24.0,1
2015/03/18,15,HTS-776723-0001,776723,Hoodie,23.0,2
2014/06/20,11,HTS-294642-0001,294642,White T-Shirt F,18.0,1
2014/05/23,9,HTS-767129-0002,767129,White T-Shirt M,20.0,4
2015/10/30,7,HTS-pg6buz-0002,pg6buz,White T-Shirt M,20.0,1
2015/07/01,8,HTS-530507-0003,530507,White T-Shirt M,20.0,2
2016/09/30,11,HTS-873735-0004,873735,Tennis Shirt,24.0,1
2016/07/15,13,HTS-346248-0005,346248,Black T-Shirt M,19.0,3
2014/05/13,13,HTS-833243-0002,833243,Black T-Shirt F,17.5,2
2015/10/07,16,HTS-a4avep-0001,a4avep,White T-Shirt M,20.0,4
2016/02/04,8,HTS-946557-0004,946557,Black T-Shirt M,19.0,1
2016/12/15,10,HTS-235736-0004,235736,Black T-Shirt F,17.5,8
2016/08/08,10,HTS-360989-0001,360989,Tennis Shirt,24.0,1
2016/09/08,13,HTS-1vkp7k-0001,1vkp7k,Black T-Shirt M,19.0,1
2014/06/26,14,HTS-720438-0002,720438,Black T-Shirt M,19.0,2
2015/11/28,9,HTS-063808-0001,063808,Tennis Shirt,24.0,1
2015/04/19,13,HTS-470832-0002,470832,White T-Shirt F,18.0,1
2016/09/14,12,HTS-c5oldh-0002,c5oldh,Black T-Shirt M,19.0,15
2016/10/24,10,HTS-949107-0003,949107,White T-Shirt M,20.0,2
2016/10/06,9,HTS-216394-0004,216394,Tennis Shirt,24.0,6
2016/05/13,25,HTS-888232-0001,888232,Black T-Shirt F,17.5,1
2016/06/18,11,HTS-zfudfj-0002,zfudfj,White T-Shirt M,20.0,1
2016/01/10,11,HTS-31ggb0-0001,31ggb0,White T-Shirt F,18.0,15
2016/03/23,16,HTS-2uig4s-0002,2uig4s,Tennis Shirt,24.0,4
2017/03/05,7,HTS-g9cb4o-0001,g9cb4o,Hoodie,23.0,4
2015/07/02,12,HTS-583528-0002,583528,Black T-Shirt M,19.0,2
2016/11/15,11,HTS-941443-0005,941443,Black T-Shirt F,17.5,2
2013/09/02,8,HTS-439758-0001,439758,Bl Tshirt F,17.5,4
2014/10/23,16,HTS-394971-0003,394971,Black T-Shirt M,19.0,1
2016/11/09,12,HTS-000887-0002,000887,Hoodie,23.0,1
2016/01/06,7,HTS-642352-0005,642352,Black T-Shirt M,19.0,1
2014/10/30,17,HTS-561463-0002,561463,Black T-Shirt F,17.5,2
2015/11/29,14,HTS-oqiq7w-0001,oqiq7w,White T-Shirt M,20.0,1
2016/01/09,10,HTS-073218-0003,073218,Hoodie,23.0,1
2016/07/12,7,HTS-6jl2gf-0002,6jl2gf,White T-Shirt M,20.0,5
2015/09/26,10,HTS-909182-0002,909182,White T-Shirt M,20.0,1
2013/10/16,16,HTS-352999-0001,352999,Wh Tshirt M,20.0,1
2016/12/25,6,HTS-8apc3n-0002,8apc3n,Black T-Shirt M,19.0,5
2016/09/16,10,HTS-mp3iy1-0002,mp3iy1,White T-Shirt M,20.0,1
2014/01/15,17,HTS-539658-0001,539658,Black T-Shirt M,19.0,4
2015/09/29,12,HTS-616906-0002,616906,Black T-Shirt F,17.5,2
2015/02/20,16,HTS-101366-0002,101366,Hoodie,23.0,2
2017/04/10,8,HTS-684622-0005,684622,White T-Shirt F,18.0,4
2015/05/27,11,HTS-435185-0003,435185,White T-Shirt M,20.0,2
2015/07/17,10,HTS-gebr9g-0001,gebr9g,Hoodie,23.0,1
2015/09/13,17,HTS-760004-0002,760004,White T-Shirt M,20.0,2
2015/09/15,10,HTS-780856-0005,780856,Hoodie,23.0,1
2015/06/27,13,HTS-836413-0002,836413,Tennis Shirt,24.0,1
2017/03/26,9,HTS-qwjp0r-0002,qwjp0r,Black T-Shirt F,17.5,1
2015/03/15,9,HTS-349157-0003,349157,White T-Shirt M,20.0,3
2013/12/11,12,HTS-646144-0002,646144,Wh Tshirt F,18.0,3
2015/11/02,13,HTS-hxatkf-0001,hxatkf,Tennis Shirt,24.0,2
2016/04/03,16,HTS-829677-0001,829677,Black T-Shirt F,17.5,1
2015/05/23,8,HTS-068777-0002,068777,Hoodie,23.0,4
2015/11/08,9,HTS-g7f2kq-0002,g7f2kq,Hoodie,23.0,2
2017/02/08,6,HTS-429801-0005,429801,White T-Shirt F,18.0,2
2016/05/30,8,HTS-396980-0001,396980,Black T-Shirt F,17.5,1
2013/09/24,13,HTS-685435-0001,685435,Wh Tshirt M,20.0,3
2015/03/15,10,HTS-860980-0002,860980,White T-Shirt M,20.0,2
2015/09/01,14,HTS-632796-0003,632796,White T-Shirt M,20.0,2
2017/02/20,5,HTS-896383-0006,896383,Black T-Shirt M,19.0,5
2016/02/04,8,HTS-412232-0005,412232,White T-Shirt M,20.0,3
2016/10/02,8,HTS-676955-0002,676955,Black T-Shirt M,19.0,3
2013/10/14,15,HTS-721269-0001,721269,Wh Tshirt M,20.0,1
2016/04/09,9,HTS-432703-0002,432703,Black T-Shirt M,19.0,1
2015/07/24,16,HTS-916592-0002,916592,Tennis Shirt,24.0,1
2015/07/31,14,HTS-676198-0001,676198,White T-Shirt F,18.0,1
2017/02/17,6,HTS-381374-0002,381374,Black T-Shirt M,19.0,1
2015/12/04,9,HTS-279717-0002,279717,Tennis Shirt,24.0,1
2014/11/01,13,HTS-462777-0001,462777,White T-Shirt M,20.0,1
2014/01/07,9,HTS-959448-0001,959448,White T-Shirt M,20.0,1
2015/09/21,8,HTS-810065-0002,810065,Hoodie,23.0,1
2016/11/18,5,HTS-926017-0004,926017,White T-Shirt M,20.0,3
2016/05/23,6,HTS-4blyi1-0003,4blyi1,Hoodie,23.0,3
2013/11/22,14,HTS-389963-0001,389963,Bl Tshirt F,17.5,1
2016/10/08,8,HTS-h80kzt-0002,h80kzt,Hoodie,23.0,1
2014/09/02,15,HTS-747021-0001,747021,White T-Shirt F,18.0,4
2016/01/14,15,HTS-245416-0002,245416,Black T-Shirt M,19.0,1
2015/10/28,8,HTS-770728-0007,770728,White T-Shirt M,20.0,6
2013/10/21,8,HTS-137349-0001,137349,Tennis Shirt,24.0,1
2014/04/21,15,HTS-531702-0001,531702,Black T-Shirt F,17.5,3
2016/04/17,17,HTS-hkuzl5-0001,hkuzl5,Hoodie,23.0,1
2016/02/14,13,HTS-t02bu8-0001,t02bu8,White T-Shirt F,18.0,12
2016/07/23,10,HTS-786649-0002,786649,Black T-Shirt M,19.0,1
2016/06/19,8,HTS-jqzcdb-0002,jqzcdb,Black T-Shirt F,17.5,1
2014/10/18,11,HTS-344626-0001,344626,Hoodie,23.0,1
2013/09/16,7,HTS-143837-0001,143837,Hoodie,23.0,1
2015/09/17,7,HTS-ic9hb4-0001,ic9hb4,White T-Shirt F,18.0,5
2015/06/25,9,HTS-057588-0003,057588,Black T-Shirt M,19.0,2
2013/10/12,9,HTS-663133-0001,663133,Wh Tshirt M,20.0,1
2013/09/18,9,HTS-278271-0001,278271,Wh Tshirt F,18.0,2
2017/03/16,17,HTS-115563-0005,115563,Tennis Shirt,24.0,3
2016/04/24,14,HTS-945305-0005,945305,White T-Shirt F,18.0,2
2016/05/12,6,HTS-139078-0001,139078,Tennis Shirt,24.0,1
2015/01/29,11,HTS-039226-0002,039226,White T-Shirt M,20.0,2
2016/09/11,13,HTS-468731-0002,468731,Black T-Shirt F,17.5,1
2016/08/22,14,HTS-686849-0001,686849,Black T-Shirt M,19.0,1
2015/10/31,10,HTS-763257-0002,763257,Hoodie,23.0,1
2016/08/02,8,HTS-978359-0001,978359,Black T-Shirt F,17.5,1
2014/07/24,5,HTS-143825-0003,143825,Hoodie,23.0,3
2014/08/15,11,HTS-434748-0001,434748,Hoodie,23.0,1
2016/07/25,16,HTS-387949-0001,387949,White T-Shirt F,18.0,1
2015/07/19,6,HTS-4dxocb-0001,4dxocb,Hoodie,23.0,2
2015/11/02,11,HTS-291760-0002,291760,Black T-Shirt M,19.0,1
2013/06/15,10,HTS-375743-0001,375743,Hoodie,23.0,1
2015/03/31,10,HTS-102984-0002,102984,Black T-Shirt M,19.0,1
2013/10/29,9,HTS-775962-0001,775962,Hoodie,23.0,4
2016/01/23,3,HTS-930537-0005,930537,White T-Shirt M,20.0,2
2013/09/11,16,HTS-992834-0001,992834,Wh Tshirt F,18.0,1
2016/06/19,8,HTS-867988-0003,867988,Black T-Shirt M,19.0,2
2016/08/18,9,HTS-191079-0002,191079,Black T-Shirt M,19.0,1
2016/08/25,12,HTS-emz00q-0002,emz00q,White T-Shirt M,20.0,2
2015/09/07,16,HTS-v3x3kx-0001,v3x3kx,White T-Shirt M,20.0,2
2015/07/05,4,HTS-r18o90-0001,r18o90,White T-Shirt F,18.0,1
2015/10/25,14,HTS-079741-0003,079741,White T-Shirt M,20.0,3
2016/10/19,8,HTS-450081-0001,450081,White T-Shirt F,18.0,1
2013/08/21,12,HTS-606189-0001,606189,Bl Tshirt M,19.0,1
2015/07/28,16,HTS-739280-0002,739280,White T-Shirt F,18.0,1
2014/12/11,13,HTS-715724-0002,715724,Black T-Shirt M,19.0,1
2015/05/03,9,HTS-195877-0002,195877,Black T-Shirt M,19.0,1
2015/09/11,11,HTS-qntbjm-0001,qntbjm,Black T-Shirt M,19.0,3
2016/01/13,7,HTS-03i0ia-0001,03i0ia,White T-Shirt F,18.0,2
2016/01/14,15,HTS-a557p2-0001,a557p2,Hoodie,23.0,1
2015/09/01,8,HTS-397576-0001,397576,White T-Shirt F,18.0,1
2013/10/20,16,HTS-114435-0001,114435,Hoodie,23.0,2
2016/04/23,8,HTS-169833-0005,169833,Hoodie,23.0,1
2015/10/29,7,HTS-910929-0002,910929,Hoodie,23.0,1
2015/06/21,15,HTS-478878-0002,478878,White T-Shirt M,20.0,2
2015/09/08,6,HTS-c0cfgw-0001,c0cfgw,Black T-Shirt M,19.0,2
2016/05/17,18,HTS-tsp29g-0001,tsp29g,Hoodie,23.0,1
2013/10/07,13,HTS-247969-0001,247969,Wh Tshirt F,18.0,1
2016/01/18,12,HTS-rolou3-0002,rolou3,White T-Shirt M,20.0,1
