merchant_id,merchant_category_id,subsector_description,latitude,longitude
M_ID_1200abde43,298,insurance,40.714,-90.162
M_ID_12010cff02,307,entertainment,37.252,-113.449
M_ID_12035af70e,80,restaurant/dining,30.542,-85.866
M_ID_12043fcefd,278,restaurant/dining,43.906,-93.872
M_ID_12055f1e45,34,pharmaceuticals,36.428,-107.013
M_ID_1205e172f6,278,restaurant/dining,44.529,-89.021
M_ID_1206a1c9f9,222,beauty & personal care,48.472,-105.443
M_ID_12075c637e,834,consumer electronics,43.919,-101.502
M_ID_1208c2867b,343,internet,42.032,-75.189
M_ID_120a39eaed,360,gas,38.976,-99.072
M_ID_120a54b27d,307,entertainment,34.935,-115.895
M_ID_120dc02c4a,68,consumer electronics,34.136,-95.26
M_ID_120e1cc9f5,422,consumer electronics,36.995,-88.106
M_ID_120eb1e033,333,insurance,41.725,-109.011
M_ID_120f7fd6aa,298,insurance,35.539,-118.094
M_ID_1210215c5b,434,flights,39.39,-83.968
M_ID_12118dcda3,309,beauty & personal care,33.1,-95.449
M_ID_121263459e,557,retail apparel,31.168,-98.919
M_ID_1213937059,842,restaurant/dining,27.389,-81.319
M_ID_12139b9e08,80,restaurant/dining,33.758,-93.507
M_ID_12151f5934,130,luxury goods,45.041,-95.163
M_ID_12157bea16,343,internet,47.843,-120.877
M_ID_121608c6c1,307,entertainment,37.644,-100.628
M_ID_12183d97cf,360,gas,30.239,-82.08
M_ID_121b04b4e4,307,entertainment,44.865,-87.823
M_ID_121b2a826c,560,gas,47.642,-94.639
M_ID_121bfb1767,705,groceries,33.021,-113.962
M_ID_121d2de8ab,333,insurance,45.38,-96.122
M_ID_121de6f327,307,entertainment,48.362,-116.343
M_ID_121e2b79c0,557,retail apparel,31.855,-102.471
M_ID_121e50c697,373,hotel,39.123,-122.118
M_ID_121e950600,80,restaurant/dining,35.222,-106.037
M_ID_121f540f21,437,gas,46.379,-111.668
M_ID_121fce5e24,813,liquor,45.674,-91.58
M_ID_12203663c8,422,consumer electronics,39.833,-77.269
M_ID_12210da037,195,gas,44.566,-112.802
M_ID_1222fd7623,130,luxury goods,36.128,-85.428
M_ID_122324091f,560,gas,40.632,-76.729
M_ID_122399488a,87,consumer electronics,37.41,-86.231
M_ID_1224069eb8,427,consumer electronics,34.786,-92.303
M_ID_1224bad61d,506,advertising services,40.579,-120.736
M_ID_122522b15d,457,luxury goods,32.343,-111.552
M_ID_12263f6434,299,luxury goods,36.281,-79.415
M_ID_122773732c,557,retail apparel,36.99,-92.707
M_ID_12295f9eeb,705,groceries,42.057,-74.93
M_ID_122b5d77f2,422,consumer electronics,27.689,-80.99
M_ID_122b83273f,179,internet,41.328,-86.485
M_ID_122c4b59e3,198,insurance,33.482,-84.249
M_ID_122c4d4a53,307,entertainment,44.331,-119.072
M_ID_122df0b996,818,semiconductors,33.541,-92.51
M_ID_122e00a223,367,carpentry,45.791,-94.644
M_ID_122ee3c7d5,401,luxury goods,40.298,-100.477
M_ID_122f510299,309,beauty & personal care,40.168,-104.906
M_ID_122f8adf65,367,carpentry,39.974,-90.17
M_ID_123205cc38,171,gas,42.716,-76.53
M_ID_12325236bb,80,restaurant/dining,42.742,-73.135
M_ID_12326f8097,796,insurance,41.883,-92.452
M_ID_1234410c56,63,consumer electronics,34.88,-117.084
M_ID_1235c6d00d,705,groceries,41.273,-91.63
M_ID_1236d5a87b,526,tobacco,42.173,-97.726
M_ID_12377ff16d,360,gas,39.453,-106.28
M_ID_12380109f2,705,groceries,35.47,-102.793
M_ID_123820c487,526,tobacco,31.394,-94.654
M_ID_12391b82da,307,entertainment,31.604,-92.856
M_ID_123d9b21a7,289,consumer electronics,35.522,-112.709
M_ID_123e10bd2d,560,gas,37.401,-87.525
M_ID_123f37cc66,80,restaurant/dining,36.95,-85.556
M_ID_123fd99157,40,beauty & personal care,43.03,-106.435
M_ID_123feb9a77,363,hotel,35.061,-112.366
M_ID_12405316c6,111,real estate investments,35.456,-92.828
M_ID_1240f45d23,195,gas,37.637,-113.712
M_ID_1242171164,560,gas,48.136,-93.911
M_ID_1245f44986,68,consumer electronics,47.461,-112.046
M_ID_124690e100,360,gas,38.837,-121.044
M_ID_1247269593,307,entertainment,34.946,-91.64
M_ID_1247b55b65,813,retail apparel,28.362,-82.139
M_ID_1247c0ab9f,705,groceries,34.353,-102.388
M_ID_1248abcd13,130,luxury goods,40.752,-123.529
M_ID_124ce736b5,796,insurance,47.671,-89.499
M_ID_124e613665,172,pharmaceuticals,47.823,-114.655
M_ID_124eac7d36,108,gas,39.732,-97.102
M_ID_124f356ec7,705,groceries,48.373,-104.728
M_ID_1251203cc7,884,consumer electronics,48.251,-115.55
M_ID_12522f9ffb,416,internet,48.191,-108.382
M_ID_1255c3edb1,307,entertainment,30.177,-99.11
M_ID_12560f82ae,443,retail apparel,44.869,-123.569
M_ID_12568dfaaf,796,insurance,44.246,-116.352
M_ID_125721f1dd,401,luxury goods,33.707,-113.788
M_ID_12576345ca,307,entertainment,40.951,-82.723
M_ID_1257c1503b,705,groceries,41.781,-71.536
M_ID_1257ff18df,278,restaurant/dining,38.725,-109.788
M_ID_1259100ad8,683,gas,30.826,-100.91
M_ID_12598dfb05,705,groceries,29.73,-83.026
M_ID_125ae4cde1,369,consumer electronics,39.687,-118.939
M_ID_125b1ee67c,130,luxury goods,33.681,-101.403
M_ID_125b3b2219,206,retail apparel,28.493,-98.782
M_ID_125b6e698a,373,hotel,27.587,-81.771
M_ID_125e7ab795,60,utilities,37.942,-75.836
M_ID_125e8c4942,560,gas,45.85,-92.764
M_ID_125f230c78,705,groceries,40.408,-88.029
M_ID_126362d33b,299,luxury goods,38.957,-96.595
M_ID_12640f29c3,80,restaurant/dining,41.738,-112.213
M_ID_1265e2efc0,307,entertainment,41.91,-103.427
M_ID_12681e01e1,19,real estate investments,39.677,-93.56
M_ID_12685e0fa7,319,consumer electronics,43.51,-112.906
M_ID_12686f00a7,171,gas,44.6,-106.256
M_ID_12699b3f96,307,entertainment,37.441,-102.32
M_ID_12699f51ef,783,entertainment,44.567,-67.71
M_ID_126a50a44e,222,beauty & personal care,37.983,-117.537
M_ID_126bd673d4,703,gym,38.838,-116.261
M_ID_126c67eae4,695,gas,46.467,-84.638
M_ID_126ce998db,690,biotechnology,31.947,-106.846
M_ID_126cfc2749,87,consumer electronics,39.371,-89.751
M_ID_126d0a1005,80,restaurant/dining,40.91,-88.562
M_ID_127264f4aa,692,beauty & personal care,47.967,-122.106
M_ID_12727d7e94,416,internet,37.169,-84.486
M_ID_1273135e9c,80,restaurant/dining,42.318,-101.521
M_ID_12734566e7,705,groceries,46.18,-114.698
M_ID_12735c1d25,179,internet,46.484,-105.607
M_ID_1273729a47,416,internet,39.14,-104.339
M_ID_1273ea5cda,705,groceries,40.7,-99.808
M_ID_1273fb0a35,195,gas,43.401,-91.015
M_ID_1274497ab4,367,carpentry,39.538,-93.944
M_ID_1274de5b4e,278,restaurant/dining,48.492,-118.175
M_ID_12751ab29f,661,internet,25.757,-80.996
M_ID_127678415d,278,restaurant/dining,38.089,-90.855
M_ID_127754b762,80,restaurant/dining,42.34,-112.015
M_ID_1277ee3b3e,276,consumer electronics,36.143,-94.602
M_ID_1278072352,884,consumer electronics,33.767,-102.984
M_ID_12783ddf73,705,groceries,46.137,-84.468
M_ID_12790d8e6e,705,groceries,34.239,-80.956
M_ID_12792753ce,9,beauty & personal care,32.184,-102.321
M_ID_1279304cf8,367,carpentry,40.654,-97.986
M_ID_127aac9018,884,consumer electronics,45.433,-67.483
M_ID_127b65af6e,299,luxury goods,30.237,-96.537
M_ID_1280d20ad6,278,restaurant/dining,44.412,-104.906
M_ID_1281face13,333,insurance,34.068,-104.674
M_ID_12828a3520,506,advertising services,43.147,-99.706
M_ID_12843094d6,126,consumer electronics,37.433,-107.135
M_ID_128496272e,661,internet,34.006,-91.035
M_ID_1285ae3ed8,179,internet,48.585,-114.115
M_ID_1287b11daa,434,flights,34.365,-91.637
M_ID_1288b1bb70,367,carpentry,39.276,-103.36
M_ID_1288d84193,289,consumer electronics,34.575,-86.54
M_ID_1288f40baf,432,consumer electronics,34.133,-116.839
M_ID_128a9cb6ab,705,groceries,46.37,-95.055
M_ID_128b07aa9c,497,consumer electronics,42.852,-112.049
M_ID_128b6a6034,614,retail apparel,44.482,-83.474
M_ID_128c0fa88b,842,restaurant/dining,45.496,-121.506
M_ID_128dbbf099,87,consumer electronics,47.453,-107.507
M_ID_1290972116,307,entertainment,30.785,-96.225
M_ID_12932e3897,357,consumer electronics,35.03,-89.334
M_ID_129739c15b,529,health care services,33.413,-85.844
M_ID_1298619317,80,restaurant/dining,29.685,-90.649
M_ID_1298f7a06a,80,gas,32.324,-103.295
M_ID_1299227213,299,luxury goods,39.017,-90.111
M_ID_1299bc29e1,298,insurance,37.873,-121.529
M_ID_129bdac416,171,gas,39.775,-94.507
M_ID_12a254f143,299,luxury goods,45.523,-110.86
M_ID_12a2881559,683,gas,39.869,-81.275
M_ID_12a2ed954b,796,insurance,45.808,-119.683
M_ID_12a3d899c1,705,groceries,42.706,-82.552
M_ID_12a45b5ef0,434,flights,39.05,-80.696
M_ID_12a5038438,683,gas,32.91,-100.462
M_ID_12a589ca80,755,internet,40.538,-79.653
M_ID_12a58e450f,298,insurance,47.011,-91.173
M_ID_12a64555a6,705,groceries,46.615,-96.863
M_ID_12a837fc7f,307,entertainment,33.872,-85.478
M_ID_12a90c5fa9,298,insurance,40.866,-122.905
M_ID_12a9802af6,705,groceries,46.891,-92.508
M_ID_12aa4c3c95,45,hotel,45.566,-97.222
M_ID_12ae604444,367,carpentry,31.952,-107.343
M_ID_12aef5e57e,422,consumer electronics,27.418,-99.078
M_ID_12aff13942,198,insurance,42.68,-85.365
M_ID_12b2c370bf,274,real estate investments,39.969,-108.033
M_ID_12b3bac642,80,restaurant/dining,29.822,-99.73
M_ID_12b3f79816,307,entertainment,43.146,-117.519
M_ID_12b4bc0ee4,80,restaurant/dining,31.395,-104.893
M_ID_12b7357a96,401,luxury goods,37.307,-102.443
M_ID_12b75ca98f,289,consumer electronics,42.379,-97.144
M_ID_12b76ea001,761,health care technology,39.595,-112.569
M_ID_12ba0d2016,705,groceries,41.422,-87.469
M_ID_12bc1f69b5,373,hotel,45.382,-85.347
M_ID_12bdc78eff,889,consumer electronics,30.939,-92.976
M_ID_12bf0485dd,195,gas,29.889,-83.223
M_ID_12bff56f85,795,retail apparel,38.58,-114.79
M_ID_12bff69250,692,beauty & personal care,38.376,-79.571
M_ID_12c0928a3e,458,health care services,37.665,-118.461
M_ID_12c1cf9eac,796,insurance,41.639,-107.714
M_ID_12c209ca88,298,insurance,35.14,-97.307
M_ID_12c2129fdb,278,restaurant/dining,45.066,-90.687
M_ID_12c35bd9af,755,internet,42.013,-71.475
M_ID_12c5c98d2b,557,retail apparel,48.072,-104.748
M_ID_12c643658b,309,beauty & personal care,39.649,-89.537
M_ID_12c7973455,705,groceries,44.313,-87.456
M_ID_12c7aa73d1,333,insurance,39.246,-104.804
M_ID_12c7befc26,705,groceries,47.647,-102.074
M_ID_12c82a8572,401,luxury goods,35.958,-88.508
M_ID_12c9e22e80,369,consumer electronics,44.487,-98.426
M_ID_12cab2c341,119,insurance,32.725,-111.088
M_ID_12cabbefee,307,entertainment,45.596,-99.497
M_ID_12cc3aab4a,68,consumer electronics,30.214,-94.51
M_ID_12cce3c887,278,restaurant/dining,42.877,-92.955
M_ID_12cdfc9d88,178,retail apparel,38.695,-110.193
M_ID_12ce5765a3,818,semiconductors,47.35,-98.609
M_ID_12ce69f72b,763,real estate investments,30.94,-100.171
M_ID_12cf4fcdf7,171,gas,40.356,-122.786
M_ID_12cfbdb5c7,307,entertainment,33.598,-96.549
M_ID_12d069528a,695,gas,33.275,-103.868
M_ID_12d0dadfe5,506,advertising services,34.184,-86.77
M_ID_12d0efd86b,126,consumer electronics,40.583,-89.898
M_ID_12d0fdee25,793,pharmaceuticals,40.612,-118.791
M_ID_12d126545e,307,entertainment,34.031,-102.901
M_ID_12d1b45e27,645,financial services,37.473,-81.3
M_ID_12d28fea4c,557,retail apparel,34.076,-89.798
M_ID_12d30829c3,518,consumer electronics,42.186,-119.538
M_ID_12d422e059,309,beauty & personal care,42.629,-89.16
M_ID_12d5632d27,333,insurance,42.242,-112.719
M_ID_12d6454de4,416,internet,39.352,-99.767
M_ID_12d7d21a19,87,consumer electronics,34.948,-96.085
M_ID_12dc489ffa,367,carpentry,46.862,-84.931
M_ID_12dc6810b3,298,insurance,47.309,-113.077
M_ID_12dcecece7,171,gas,46.19,-112.828
M_ID_12dd4dc3c9,87,consumer electronics,47.96,-91.56
M_ID_12e173b9e7,695,gas,34.21,-93.249
M_ID_12e27356b9,195,gas,41.976,-121.252
M_ID_12e2d7c717,457,luxury goods,41.454,-113.585
M_ID_12e3aa3e5c,427,consumer electronics,39.153,-103.645
M_ID_12e3c0a380,130,luxury goods,36.534,-113.524
M_ID_12e498f885,87,consumer electronics,37.767,-83.415
M_ID_12e519094c,432,consumer electronics,36.297,-85.188
M_ID_12e5198eb2,432,consumer electronics,41.319,-95.57
M_ID_12e56a0e37,580,internet,47.819,-90.21
M_ID_12e706a690,278,restaurant/dining,36.58,-83.363
M_ID_12e75aa59d,360,gas,32.272,-83.184
M_ID_12e7693b52,278,restaurant/dining,45.139,-109.871
M_ID_12e7989fb3,437,retail apparel,36.373,-76.776
M_ID_12e8e1eb3a,119,insurance,35.3,-114.327
M_ID_12eac2333a,278,restaurant/dining,35.308,-104.766
M_ID_12ecd97759,412,insurance,33.539,-89.328
M_ID_12ed686907,560,gas,42.31,-89.128
M_ID_12eddec7f8,401,luxury goods,42.828,-94.181
M_ID_12ee34d9d8,130,luxury goods,40.937,-118.974
M_ID_12ee5fd492,179,internet,41.698,-81.677
M_ID_12eeccb576,179,internet,33.747,-106.943
M_ID_12efbe9fbe,80,gas,47.201,-117.083
M_ID_12efc57726,307,entertainment,40.606,-118.479
M_ID_12f0986195,119,insurance,46.429,-86.535
M_ID_12f16c01e7,419,biotechnology,43.134,-74.464
M_ID_12f4b7a150,290,entertainment,48.94,-114.072
M_ID_12f642a3ae,793,pharmaceuticals,32.149,-84.869
M_ID_12f859f2a2,130,luxury goods,32.71,-96.729
M_ID_12fc94146d,580,internet,30.555,-98.749
M_ID_12fe459fd7,299,luxury goods,43.351,-119.898
M_ID_130065f6d5,607,retail apparel,43.267,-73.822
M_ID_130176af38,818,semiconductors,37.911,-109.152
M_ID_13029fb512,683,gas,37.586,-98.003
M_ID_1302bd4a5b,130,luxury goods,42.564,-72.298
M_ID_13030a3d70,661,internet,40.018,-101.011
M_ID_13036b6a2e,884,consumer electronics,35.274,-98.293
M_ID_1304f0174b,401,luxury goods,38.813,-107.509
M_ID_13052acc7a,108,gas,34.237,-85.905
M_ID_13081ae2ce,206,retail apparel,48.428,-111.317
M_ID_130849bbb8,307,entertainment,36.058,-95.18
M_ID_1309f48243,695,gas,43.207,-94.408
M_ID_130c2b9b28,705,groceries,39.017,-79.087
M_ID_130ca44b4e,299,luxury goods,42.272,-99.507
M_ID_130d0ac8c9,87,consumer electronics,42.332,-85.395
M_ID_130d938a70,422,consumer electronics,39.616,-121.128
M_ID_130f1bf3e6,307,entertainment,46.689,-120.727
M_ID_130f83bf55,427,consumer electronics,48.608,-99.156
M_ID_131042d3a6,278,restaurant/dining,45.611,-107.6
M_ID_131064a342,289,consumer electronics,41.6,-82.959
M_ID_13130eb5a5,298,insurance,40.634,-84.517
M_ID_13139ba1c7,80,restaurant/dining,46.332,-119.118
M_ID_131458d816,171,gas,33.658,-80.331
M_ID_13149b2fff,68,consumer electronics,35.757,-89.55
M_ID_1316430125,779,consumer electronics,40.568,-96.318
M_ID_131644eecc,705,gas,33.048,-82.306
M_ID_131665161e,299,luxury goods,40.082,-79.585
M_ID_1317d0ff80,290,entertainment,46.826,-97.89
M_ID_13190d6ba1,884,consumer electronics,30.36,-98.15
M_ID_1319e04963,333,insurance,46.116,-69.623
M_ID_131d4f22ce,443,beauty & personal care,42.794,-114.02
M_ID_131d510bc0,19,real estate investments,41.117,-105.832
M_ID_131dc987d7,560,gas,42.767,-104.902
M_ID_131f13022e,705,groceries,35.352,-89.821
M_ID_131fe18f53,705,groceries,32.111,-94.478
M_ID_13204c5e8c,276,consumer electronics,45.072,-118.014
M_ID_13207d2d2c,818,semiconductors,30.641,-88.67
M_ID_1322e5c89a,360,gas,47.403,-94.326
M_ID_1322f3d826,114,gym,36.765,-117.163
M_ID_13232e2360,307,entertainment,37.534,-106.426
M_ID_1323b23fe1,683,gas,42.681,-87.545
M_ID_1323b91ab7,179,internet,33.958,-105.652
M_ID_1324257f0d,690,biotechnology,36.912,-91.088
M_ID_1324baa1c4,683,gas,41.073,-119.618
M_ID_132919211a,560,gas,34.658,-106.387
M_ID_132d2ca12a,309,beauty & personal care,42.216,-91.687
M_ID_132ddf4c46,333,insurance,46.395,-123.337
M_ID_132e2be4ef,119,insurance,37.245,-118.649
M_ID_1330041eb1,705,groceries,31.736,-94.833
M_ID_13306fdf91,580,internet,45.609,-84.562
M_ID_1333d9d7b0,195,gas,41.717,-96.782
M_ID_13345c54d9,68,consumer electronics,29.53,-95.615
M_ID_1334792937,560,gas,26.767,-80.324
M_ID_1334b28d27,80,restaurant/dining,38.11,-79.623
M_ID_13354974e3,222,beauty & personal care,36.798,-88.673
M_ID_1335a0d9c1,661,internet,47.717,-100.446
M_ID_1336f12ea4,437,liquor,28.566,-97.434
M_ID_13376fb3dc,695,gas,40.961,-99.908
M_ID_1337d917d1,130,luxury goods,39.424,-76.301
M_ID_1338e3571e,307,entertainment,46.064,-121.808
M_ID_133994ca1f,705,groceries,38.385,-82.44
M_ID_133a30a87b,489,carpentry,36.167,-86.911
M_ID_133afb0be6,373,hotel,48.275,-110.921
M_ID_133b40ea51,560,gas,40.884,-121.775
M_ID_133b9bfd7d,416,internet,34.047,-80.116
M_ID_133d1efc2b,422,consumer electronics,48.416,-106.053
M_ID_133e1b04b5,703,retail apparel,43.044,-78.266
M_ID_133e98fb41,457,luxury goods,41.216,-100.309
M_ID_133eb922a3,813,liquor,41.438,-85.689
M_ID_133f2f2df7,309,beauty & personal care,30.768,-99.073
M_ID_134021c965,40,beauty & personal care,31.168,-85.223
M_ID_13408e5a94,276,consumer electronics,48.057,-124.646
M_ID_134402c1d2,796,insurance,33.451,-104.282
M_ID_134480f9fa,87,consumer electronics,48.365,-93.257
M_ID_134547771b,171,gas,35.304,-101.111
M_ID_1346084b87,108,gas,43.233,-103.765
M_ID_13475c8679,889,consumer electronics,39.83,-123.422
M_ID_13483b137b,80,restaurant/dining,45.0,-83.728
M_ID_13485880f6,171,gas,31.635,-89.517
M_ID_13492c23ea,457,luxury goods,36.568,-100.254
M_ID_13496b5a75,373,hotel,42.51,-121.073
M_ID_134accd225,206,beauty & personal care,36.281,-95.377
M_ID_134addc25a,401,luxury goods,36.491,-92.468
M_ID_134bde840f,222,beauty & personal care,47.968,-121.988
M_ID_134be66795,343,internet,33.525,-103.606
M_ID_134c6d2a69,273,gym,33.921,-110.422
M_ID_134c838f5f,333,insurance,40.095,-82.711
M_ID_134cdb5928,248,internet,45.522,-116.777
M_ID_134d8e5668,661,internet,43.418,-83.935
M_ID_134fab1dce,544,biotechnology,44.652,-121.825
M_ID_1350405293,307,entertainment,29.635,-90.922
M_ID_135124a661,560,gas,42.967,-117.028
M_ID_1352c00645,307,entertainment,36.211,-107.717
M_ID_1353938f3f,222,beauty & personal care,35.285,-84.842
M_ID_135476733e,38,gym,44.092,-96.403
M_ID_1355bfd2fd,695,gas,34.866,-99.217
M_ID_135620076b,705,groceries,29.601,-99.0
M_ID_135627291c,792,real estate services,35.13,-75.923
M_ID_1357ba13ed,367,carpentry,41.223,-90.848
M_ID_1358a3a7be,195,gas,44.969,-96.184
M_ID_1358c58675,333,insurance,40.191,-123.174
M_ID_1359310d42,818,semiconductors,30.47,-97.068
M_ID_1359e754be,195,gas,45.707,-69.302
M_ID_1359f37c4c,111,real estate investments,45.202,-115.54
M_ID_135b230f60,401,luxury goods,37.084,-99.714
M_ID_135b8defc0,401,luxury goods,44.06,-116.89
M_ID_135d55ea51,531,consumer electronics,28.666,-96.857
M_ID_135ff86661,307,entertainment,34.354,-81.833
M_ID_13608bbe3e,367,carpentry,48.157,-99.968
M_ID_1361e55d36,278,restaurant/dining,48.896,-119.828
M_ID_13644ff929,307,entertainment,37.39,-110.393
M_ID_1365e42469,705,groceries,38.378,-94.098
M_ID_136689147d,401,luxury goods,46.053,-117.661
M_ID_1367cbb689,278,restaurant/dining,43.155,-85.596
M_ID_13692dbe64,360,gas,31.509,-96.083
M_ID_136b8e611a,409,retail apparel,34.087,-93.431
M_ID_136c0b8d11,884,consumer electronics,47.709,-115.833
M_ID_136c940fa1,454,magic cards,35.623,-103.719
M_ID_136cc59c47,438,gym,45.28,-82.697
M_ID_136cd9d4d0,80,restaurant/dining,44.307,-69.44
M_ID_136dc5fda0,198,insurance,36.781,-119.499
M_ID_136e3f1f1c,289,consumer electronics,41.411,-93.05
M_ID_1370014fde,278,restaurant/dining,46.291,-89.67
M_ID_13718c4514,171,gas,38.17,-114.41
M_ID_1373057f11,705,groceries,40.054,-83.047
M_ID_13738efbdf,705,groceries,40.973,-100.296
M_ID_1376744987,705,groceries,44.722,-68.855
M_ID_137675e23b,557,retail apparel,45.635,-108.296
M_ID_13777f5824,87,consumer electronics,37.891,-107.704
M_ID_1377efe8ac,422,consumer electronics,39.788,-98.461
M_ID_1378915cc1,367,carpentry,42.739,-96.636
M_ID_1379ea11a9,457,luxury goods,44.368,-101.419
M_ID_137ab76712,222,beauty & personal care,33.388,-84.767
M_ID_137bce2001,683,gas,41.968,-89.849
M_ID_137cb47bc2,180,health care services,33.958,-108.034
M_ID_137d251285,319,consumer electronics,37.911,-95.488
M_ID_137d42b960,360,gas,40.851,-81.427
M_ID_137d967ed0,319,consumer electronics,28.011,-81.661
M_ID_137dd9a424,222,beauty & personal care,44.847,-72.368
M_ID_137f1351cb,80,restaurant/dining,44.298,-94.92
M_ID_137f26ea9c,307,entertainment,42.382,-120.827
M_ID_1380118205,884,consumer electronics,37.719,-107.81
M_ID_1380951bb4,683,gas,33.5,-95.432
M_ID_1382bceaef,195,gas,33.64,-85.709
M_ID_1384ed57bb,130,luxury goods,36.157,-84.86
M_ID_1385fedd60,198,insurance,34.821,-85.412
M_ID_138614eb5b,180,health care services,30.225,-101.866
M_ID_138684cb43,560,gas,46.03,-94.012
M_ID_1386fa4dfc,661,internet,29.289,-90.111
M_ID_13880a215b,574,office supplies,34.138,-104.142
M_ID_1388478f87,367,carpentry,35.04,-98.948
M_ID_1388d362b6,222,beauty & personal care,35.299,-99.363
M_ID_13898bea6b,417,consumer electronics,46.116,-92.654
M_ID_138c7fd44b,9,beauty & personal care,41.009,-81.483
M_ID_138ca0d47d,422,consumer electronics,40.064,-105.556
M_ID_138d4dc14c,695,gas,46.015,-116.438
M_ID_138d65d616,422,consumer electronics,36.551,-76.457
M_ID_138e1f52f4,661,internet,35.446,-86.517
M_ID_138ebf8042,411,beauty & personal care,41.604,-92.678
M_ID_138f3f2e4d,63,consumer electronics,36.723,-106.844
M_ID_138f44be30,834,consumer electronics,40.957,-78.28
M_ID_138f61845c,842,restaurant/dining,35.222,-89.821
M_ID_1390e0798d,531,consumer electronics,38.105,-98.738
M_ID_1390ef2345,813,retail apparel,37.987,-103.626
M_ID_13930ec7fb,68,consumer electronics,33.082,-104.189
M_ID_13946c59a2,422,consumer electronics,47.639,-95.278
M_ID_1394bb8642,360,gas,37.51,-86.785
M_ID_13952da843,130,luxury goods,44.056,-70.008
M_ID_13954500db,171,gas,39.239,-118.998
M_ID_13956249bb,412,hotel,37.512,-108.633
M_ID_13956b1ae2,307,entertainment,42.644,-73.797
M_ID_139663bd8b,179,internet,27.074,-97.998
M_ID_1396e8630b,779,consumer electronics,44.468,-114.255
M_ID_1398098b5e,278,restaurant/dining,40.092,-116.106
M_ID_13980ed86a,130,luxury goods,31.695,-101.677
M_ID_139cad1491,179,internet,32.186,-112.797
M_ID_139d139a9f,298,insurance,42.018,-110.953
M_ID_139f846685,298,insurance,30.65,-92.032
M_ID_13a0aab8b9,367,carpentry,30.752,-101.943
M_ID_13a1c58e4d,818,semiconductors,30.435,-102.094
M_ID_13a274c8aa,518,consumer electronics,37.081,-110.207
M_ID_13a27ae4f2,560,gas,40.811,-108.022
M_ID_13a2b52dee,278,restaurant/dining,36.699,-103.867
M_ID_13a4116f05,427,consumer electronics,32.42,-97.215
M_ID_13a9c1f9d1,531,consumer electronics,40.815,-118.402
M_ID_13aa06a240,278,restaurant/dining,28.683,-98.829
M_ID_13aa6939b7,80,restaurant/dining,33.521,-102.623
M_ID_13adbf40ef,560,gas,28.85,-96.706
M_ID_13b0145103,360,gas,31.304,-88.204
M_ID_13b0fcf109,683,gas,33.25,-101.091
M_ID_13b1195353,307,entertainment,45.039,-68.286
M_ID_13b299f77b,222,beauty & personal care,47.387,-93.456
M_ID_13b4272d28,307,entertainment,32.047,-113.097
M_ID_13b56f6ece,278,restaurant/dining,38.15,-108.245
M_ID_13b5e98723,80,restaurant/dining,34.51,-101.071
M_ID_13b7f18756,195,gas,46.752,-116.319
M_ID_13b81375c6,457,luxury goods,31.473,-91.151
M_ID_13b8e91e2d,45,hotel,39.149,-109.302
M_ID_13bda87cda,651,news & journalism,40.228,-92.701
M_ID_13bedc8059,87,consumer electronics,48.66,-108.362
M_ID_13c0619240,884,consumer electronics,44.424,-112.526
M_ID_13c0776665,278,restaurant/dining,42.838,-91.056
M_ID_13c0a69753,248,internet,29.53,-90.008
M_ID_13c216125e,80,restaurant/dining,43.908,-72.607
M_ID_13c375002f,884,consumer electronics,42.09,-84.553
M_ID_13c48c7f88,401,luxury goods,48.018,-105.466
M_ID_13c7b42965,769,flights,34.251,-102.785
M_ID_13c8cf7fc4,560,gas,47.345,-111.645
M_ID_13c94dace6,278,restaurant/dining,46.517,-96.486
M_ID_13c9926d04,416,internet,47.768,-118.297
M_ID_13cb138513,198,insurance,38.826,-119.091
M_ID_13cc44d1fd,307,entertainment,34.071,-108.562
M_ID_13cfdec3fe,278,restaurant/dining,38.33,-100.011
M_ID_13d0372011,427,consumer electronics,45.559,-83.882
M_ID_13d03a30b2,705,groceries,38.375,-92.285
M_ID_13d09e66e5,411,beauty & personal care,41.594,-113.813
M_ID_13d1f0cb02,87,consumer electronics,34.793,-93.137
M_ID_13d2481c05,695,gas,43.595,-113.709
M_ID_13d411ee84,299,luxury goods,47.296,-103.326
M_ID_13d440ffac,606,entertainment,39.325,-109.347
M_ID_13d4461fce,531,consumer electronics,44.435,-114.201
M_ID_13d6985b38,695,gas,34.48,-80.563
M_ID_13d700df25,356,beauty & personal care,46.955,-119.421
M_ID_13d78ea4e4,683,gas,39.89,-116.705
M_ID_13d7e6e361,414,restaurant/dining,46.737,-104.701
M_ID_13d831a711,497,consumer electronics,48.167,-88.466
M_ID_13d9db0969,529,retail apparel,38.531,-110.181
M_ID_13daa3bf28,45,hotel,41.951,-112.004
M_ID_13daadb2bb,298,insurance,37.194,-93.545
M_ID_13db7b013d,80,restaurant/dining,38.904,-88.266
M_ID_13dbb6b8f6,415,hotel,33.539,-109.057
M_ID_13dbd916f3,179,internet,47.57,-113.925
M_ID_13dd5283d1,278,restaurant/dining,43.325,-91.552
M_ID_13dd864e50,818,semiconductors,48.593,-117.305
M_ID_13ddd8f677,560,gas,44.141,-116.227
M_ID_13de2b82ed,369,consumer electronics,43.089,-123.499
M_ID_13de52847e,60,retail apparel,34.465,-106.617
M_ID_13e1c5e4c1,783,entertainment,41.12,-116.137
M_ID_13e1f11805,367,carpentry,31.343,-98.502
