internal_card_mapping,first_active_month,reward_program,latitude,longitude,fico_score,age
C_ID_19dae7ac3a,2017-11,dining_entertainment,39.523,-118.627,466,35
C_ID_19df24474a,2015-11,travel,29.159,-99.422,404,65
C_ID_19df4786bd,2016-12,cash_back,35.189,-100.68,794,59
C_ID_19e0c50b81,2017-08,travel,40.268,-91.062,597,26
C_ID_19e2266093,2017-11,cash_back,45.568,-123.106,344,22
C_ID_19e23cf31b,2015-12,cash_back,42.329,-91.342,420,99
C_ID_19e404b1b2,2015-07,cash_back,32.276,-93.184,789,87
C_ID_19ea0573cf,2016-08,dining_entertainment,34.679,-117.692,578,37
C_ID_19eb417726,2016-12,cash_back,33.979,-114.564,331,37
C_ID_19eb87e3c4,2017-12,travel,27.833,-99.653,830,39
C_ID_19edc7a24a,2017-07,dining_entertainment,45.12,-83.486,644,44
C_ID_19ee0bdd72,2017-09,dining_entertainment,38.459,-93.247,463,28
C_ID_19f3650c4c,2016-08,cash_back,41.783,-108.325,697,62
C_ID_19f38b0721,2017-06,dining_entertainment,42.177,-94.684,805,67
C_ID_19f3a1331f,2017-12,cash_back,37.136,-119.648,801,40
C_ID_19f5829764,2017-11,cash_back,32.118,-104.91,415,61
C_ID_19f95df662,2015-07,travel,47.589,-124.274,844,93
C_ID_19fab63610,2014-08,cash_back,35.376,-116.493,477,44
C_ID_19fca98810,2017-08,travel,34.9,-96.646,687,67
C_ID_19fd2c2b14,2016-11,cash_back,40.365,-120.851,460,30
C_ID_19fd95c5fc,2017-07,cash_back,44.838,-84.131,392,44
C_ID_19fe9702cd,2017-10,dining_entertainment,47.814,-110.759,509,43
C_ID_19ffe14cee,2017-06,cash_back,32.292,-105.245,626,67
C_ID_1a00947c37,2017-04,cash_back,48.877,-110.506,767,47
C_ID_1a00b21c1c,2017-07,dining_entertainment,34.678,-90.688,614,33
C_ID_1a00ebaf21,2017-03,dining_entertainment,35.654,-107.058,632,60
C_ID_1a00f3d0f2,2017-08,dining_entertainment,40.655,-103.641,779,86
C_ID_1a01869573,2015-02,cash_back,44.611,-91.582,694,32
C_ID_1a02037ac9,2016-07,cash_back,45.139,-109.268,636,60
C_ID_1a046e5c9e,2017-09,cash_back,39.676,-90.66,745,34
C_ID_1a04e8cba9,2016-09,cash_back,41.461,-123.016,743,40
C_ID_1a053848aa,2017-03,dining_entertainment,42.27,-121.108,371,34
C_ID_1a06ab131d,2017-03,cash_back,38.331,-81.557,697,64
C_ID_1a0775e16d,2017-04,cash_back,43.842,-118.016,339,24
C_ID_1a07e3bb27,2017-07,cash_back,39.786,-86.338,747,80
C_ID_1a0854f39e,2017-12,cash_back,31.628,-100.787,406,19
C_ID_1a09a0b439,2017-10,cash_back,36.009,-109.086,700,72
C_ID_1a0a9d5f13,2017-07,cash_back,43.665,-105.214,707,47
C_ID_1a0f736359,2017-01,cash_back,43.242,-123.611,773,85
C_ID_1a11f3b26f,2017-12,cash_back,46.286,-96.547,332,32
C_ID_1a124c1369,2017-03,cash_back,43.798,-71.605,693,99
C_ID_1a1327a660,2017-11,dining_entertainment,33.982,-90.653,366,55
C_ID_1a153372f4,2017-08,travel,43.009,-76.29,684,57
C_ID_1a15dcf707,2017-08,cash_back,34.692,-108.794,521,75
C_ID_1a165a29af,2017-12,cash_back,48.44,-121.576,775,29
C_ID_1a171c4105,2016-02,cash_back,48.895,-109.237,764,28
C_ID_1a19d10601,2016-12,cash_back,34.033,-90.893,397,39
C_ID_1a1a9a53c7,2016-12,cash_back,42.45,-73.138,647,58
C_ID_1a1b51eaf2,2017-12,cash_back,35.709,-93.345,732,25
C_ID_1a1c7119d0,2017-08,travel,47.605,-100.422,335,34
C_ID_1a1cf13162,2017-06,cash_back,30.324,-98.808,529,50
C_ID_1a2012360a,2017-11,cash_back,37.83,-118.977,331,24
C_ID_1a21aee716,2016-06,cash_back,45.082,-106.463,829,18
C_ID_1a26c1bdad,2017-09,travel,28.316,-81.841,562,61
C_ID_1a29d0bfa3,2017-10,cash_back,31.406,-108.825,830,38
C_ID_1a2a6974fe,2016-06,dining_entertainment,48.15,-102.621,447,34
C_ID_1a2bdd2c3a,2017-11,dining_entertainment,46.933,-120.123,599,29
C_ID_1a2c5071c3,2016-08,cash_back,43.188,-73.741,550,58
C_ID_1a2eee50d4,2017-09,dining_entertainment,33.009,-93.477,518,60
C_ID_1a2f9aac9a,2017-09,cash_back,46.781,-114.064,594,19
C_ID_1a2fe83bcf,2016-08,travel,39.094,-86.97,779,25
C_ID_1a30978ecc,2016-06,travel,45.963,-92.546,520,72
C_ID_1a31076ef4,2016-10,travel,34.689,-99.227,377,40
C_ID_1a33006d0e,2016-07,cash_back,32.994,-96.296,758,78
C_ID_1a332b5c29,2016-12,cash_back,35.676,-117.22,370,71
C_ID_1a3f17ccc2,2017-05,travel,35.709,-104.135,641,87
C_ID_1a4086af8e,2017-11,cash_back,31.459,-109.451,565,39
C_ID_1a42e32dae,2017-04,travel,40.485,-116.172,745,41
C_ID_1a42e75dcf,2017-08,cash_back,32.347,-104.911,564,51
C_ID_1a42f7f266,2017-07,travel,34.48,-82.558,635,65
C_ID_1a434a8718,2016-11,cash_back,40.87,-86.029,512,22
C_ID_1a43b4eac9,2017-01,cash_back,46.455,-122.877,316,65
C_ID_1a449fa76f,2017-10,cash_back,46.428,-120.245,773,58
C_ID_1a454f2709,2017-11,cash_back,37.363,-115.527,360,33
C_ID_1a46728d78,2012-04,dining_entertainment,37.132,-94.616,832,23
C_ID_1a483acae4,2016-09,travel,31.169,-86.316,408,55
C_ID_1a4872dff8,2017-09,cash_back,48.111,-108.373,705,47
C_ID_1a491afc45,2017-05,cash_back,41.216,-83.508,388,97
C_ID_1a4b3c6c86,2017-02,cash_back,43.338,-89.182,772,19
C_ID_1a4ed28ad1,2017-06,cash_back,34.016,-105.015,765,26
C_ID_1a4f2ac6a9,2017-05,dining_entertainment,47.619,-112.676,430,36
C_ID_1a5164ccd9,2017-02,dining_entertainment,35.663,-110.942,843,47
C_ID_1a523462cc,2017-12,cash_back,36.915,-86.77,677,27
C_ID_1a53b8fdbc,2017-11,cash_back,47.158,-121.863,526,28
C_ID_1a541c32d8,2016-11,cash_back,46.649,-103.97,398,26
C_ID_1a55257101,2015-02,cash_back,47.199,-106.813,454,38
C_ID_1a55d5d08f,2015-10,cash_back,42.556,-115.521,559,63
C_ID_1a5746c2c3,2017-01,cash_back,42.933,-94.978,314,29
C_ID_1a599ebc9b,2017-07,cash_back,46.315,-120.178,589,70
C_ID_1a5b6f9f3a,2017-08,cash_back,43.41,-109.423,461,34
C_ID_1a5c4864c0,2017-02,cash_back,35.185,-86.084,453,21
C_ID_1a5e9fcc9c,2017-09,cash_back,34.317,-85.837,622,78
C_ID_1a60f623ca,2017-06,cash_back,44.851,-74.867,759,22
C_ID_1a6112c266,2016-10,cash_back,31.068,-81.584,819,41
C_ID_1a61fffb92,2017-09,cash_back,34.946,-119.653,482,23
C_ID_1a621724a4,2017-10,dining_entertainment,41.749,-102.572,764,33
C_ID_1a62f82f23,2017-09,cash_back,43.348,-84.831,847,61
C_ID_1a63a63c1f,2017-06,cash_back,35.499,-99.144,640,22
C_ID_1a6650cd6c,2015-12,dining_entertainment,45.303,-91.387,355,65
C_ID_1a67aa194b,2016-09,cash_back,35.252,-93.542,384,44
C_ID_1a6843fb9a,2017-10,cash_back,38.172,-96.169,714,47
C_ID_1a69bd25fc,2016-10,cash_back,41.842,-111.629,801,20
C_ID_1a6a9a2a4d,2017-09,cash_back,31.601,-93.278,525,80
C_ID_1a6ab724bf,2016-05,dining_entertainment,35.858,-113.547,819,76
C_ID_1a6c6899d8,2016-02,dining_entertainment,47.741,-95.107,441,64
C_ID_1a6ed2a06a,2016-08,cash_back,39.819,-87.507,705,55
C_ID_1a709fcde4,2017-01,cash_back,44.227,-93.301,720,27
C_ID_1a71e22e28,2017-02,cash_back,46.015,-92.995,651,37
C_ID_1a767dd198,2014-12,dining_entertainment,36.88,-120.977,849,20
C_ID_1a77951bef,2014-11,dining_entertainment,46.375,-121.378,421,25
C_ID_1a783d5b2d,2017-07,cash_back,44.771,-106.729,463,28
C_ID_1a78a9baa4,2017-06,cash_back,33.164,-93.373,772,90
C_ID_1a79d414fe,2017-11,dining_entertainment,34.069,-109.64,329,34
C_ID_1a7bdc2602,2017-03,dining_entertainment,45.723,-103.776,319,36
C_ID_1a7cce3a55,2016-08,cash_back,31.205,-88.765,534,89
C_ID_1a7f132b53,2016-12,dining_entertainment,44.834,-99.796,827,44
C_ID_1a7f61d7f5,2017-06,dining_entertainment,46.854,-110.766,351,23
C_ID_1a7f8d1ff4,2017-01,cash_back,30.698,-82.94,346,63
C_ID_1a82c642f5,2017-07,cash_back,36.852,-79.943,737,38
C_ID_1a84742cb6,2015-12,cash_back,42.491,-110.531,677,20
C_ID_1a8579c64a,2017-06,cash_back,45.966,-92.035,841,77
C_ID_1a871955aa,2017-01,cash_back,44.086,-111.728,721,67
C_ID_1a879de33e,2017-10,travel,44.314,-120.522,809,61
C_ID_1a8a2876d1,2017-05,cash_back,43.344,-118.106,601,52
C_ID_1a8b061a31,2017-09,cash_back,47.337,-89.644,740,20
C_ID_1a8e262d1a,2016-07,cash_back,37.734,-93.908,444,58
C_ID_1a90decdfd,2015-12,dining_entertainment,40.62,-86.281,618,31
C_ID_1a93990185,2016-12,dining_entertainment,43.983,-122.182,415,30
C_ID_1a94263905,2017-03,cash_back,31.128,-103.037,592,40
C_ID_1a94fc0b08,2016-06,dining_entertainment,33.1,-98.197,450,53
C_ID_1a9586f955,2017-06,cash_back,41.813,-112.239,661,25
C_ID_1a99125841,2017-10,cash_back,47.196,-90.707,614,92
C_ID_1a99cd8365,2016-12,cash_back,43.67,-73.181,573,93
C_ID_1a9a5fe2b4,2017-01,cash_back,36.535,-91.8,559,73
C_ID_1a9c4957ae,2016-06,travel,34.797,-92.298,345,36
C_ID_1a9d930d3e,2015-08,cash_back,44.345,-86.759,445,57
C_ID_1a9ec902b0,2017-10,cash_back,38.217,-95.309,529,32
C_ID_1a9edad6b2,2017-11,cash_back,46.882,-85.142,341,50
C_ID_1a9f5eda76,2017-11,cash_back,34.832,-96.169,394,32
C_ID_1aa04ed41c,2016-01,travel,42.027,-95.476,534,76
C_ID_1aa8a9424e,2017-06,cash_back,37.299,-85.826,330,35
C_ID_1aa9a05ccd,2017-10,cash_back,39.397,-113.463,319,51
C_ID_1aab130d24,2016-04,cash_back,43.102,-122.894,300,21
C_ID_1aab691d43,2017-09,cash_back,43.483,-89.695,730,76
C_ID_1aabe8ba6c,2017-07,cash_back,27.517,-82.092,351,90
C_ID_1aac676d48,2017-09,cash_back,40.97,-95.889,756,43
C_ID_1ab3739290,2015-03,cash_back,34.183,-118.53,425,75
C_ID_1ab49deb0c,2017-05,cash_back,41.843,-122.457,793,29
C_ID_1ab50da921,2017-02,cash_back,37.604,-81.213,781,43
C_ID_1ab705a0fd,2017-07,cash_back,34.691,-87.106,428,30
C_ID_1ab73939dd,2017-11,dining_entertainment,36.544,-104.577,743,20
C_ID_1ab8c4d5d8,2017-03,dining_entertainment,33.318,-101.764,365,21
C_ID_1ab8c831fe,2016-06,cash_back,47.216,-95.939,677,47
C_ID_1ab9eb4053,2016-11,cash_back,37.125,-76.3,399,70
C_ID_1ab9f6da9c,2015-12,dining_entertainment,39.541,-120.102,463,74
C_ID_1abf412f34,2014-04,travel,40.229,-96.175,334,70
C_ID_1ac0846581,2017-03,cash_back,31.146,-85.231,667,37
C_ID_1ac0b3fe3f,2017-02,cash_back,37.299,-105.115,666,48
C_ID_1ac3ef2826,2017-08,cash_back,47.947,-108.923,572,21
C_ID_1ac86515d6,2017-01,cash_back,35.421,-106.705,823,35
C_ID_1ac8dd0106,2017-06,cash_back,44.203,-101.398,322,19
C_ID_1ac99ee36d,2017-02,cash_back,44.939,-103.446,347,23
C_ID_1aca72abeb,2017-04,cash_back,37.121,-115.125,765,36
C_ID_1acb78eed3,2017-08,travel,40.58,-77.371,517,32
C_ID_1acc202f6d,2016-10,cash_back,44.258,-72.972,640,26
C_ID_1ad03cdb9e,2017-08,dining_entertainment,41.062,-118.832,411,57
C_ID_1ad0813cf9,2017-04,cash_back,41.992,-90.337,809,24
C_ID_1ad338b427,2016-05,travel,37.939,-94.113,316,31
C_ID_1ad3f43300,2016-12,dining_entertainment,42.16,-87.53,542,30
C_ID_1ad6480fab,2017-11,cash_back,41.908,-107.369,800,22
C_ID_1ad64f7d15,2017-08,cash_back,43.498,-92.133,365,70
C_ID_1ad6a99acb,2017-01,cash_back,39.64,-89.199,484,24
C_ID_1ad7408943,2017-12,dining_entertainment,47.226,-98.72,506,65
C_ID_1ad7640cb1,2017-12,cash_back,36.55,-95.648,693,36
C_ID_1ad7a624d7,2016-09,cash_back,40.477,-90.137,363,25
C_ID_1adb213ed7,2017-10,cash_back,41.51,-104.465,393,40
C_ID_1adb227fd3,2016-11,cash_back,37.566,-110.038,748,63
C_ID_1adc446747,2016-12,travel,38.9,-113.74,501,27
C_ID_1add306e1f,2016-06,cash_back,44.05,-92.885,519,26
C_ID_1add3eb7c6,2017-12,cash_back,48.223,-93.695,754,43
C_ID_1ade872504,2017-06,cash_back,33.942,-102.386,426,25
C_ID_1ae0c6960d,2017-08,cash_back,38.747,-84.416,732,82
C_ID_1ae0fe733c,2016-11,travel,39.722,-79.506,329,27
C_ID_1ae2cf3012,2016-12,travel,34.349,-100.238,668,37
C_ID_1ae409476a,2016-10,travel,33.148,-84.41,318,29
C_ID_1ae4615f2a,2017-08,cash_back,46.928,-108.501,305,21
C_ID_1ae4fe3056,2017-08,cash_back,47.607,-115.325,793,44
C_ID_1ae5977bfd,2017-11,dining_entertainment,39.773,-114.05,590,41
C_ID_1ae8dd0a15,2017-10,dining_entertainment,34.227,-110.47,455,37
C_ID_1ae9002695,2017-03,cash_back,29.059,-103.399,636,45
C_ID_1ae972b031,2015-09,cash_back,47.708,-123.414,600,37
C_ID_1ae9f697df,2015-01,cash_back,40.479,-95.796,391,25
C_ID_1aeb4e6a92,2017-11,cash_back,34.12,-94.717,341,54
C_ID_1aebca0b45,2017-08,cash_back,47.31,-93.154,398,93
C_ID_1aeee1b7ca,2017-01,travel,36.168,-95.637,420,44
C_ID_1af13d5fff,2017-10,dining_entertainment,37.158,-89.159,438,52
C_ID_1af3316d42,2017-10,cash_back,37.324,-109.106,818,68
C_ID_1af42df7f5,2016-03,dining_entertainment,34.435,-92.526,835,71
C_ID_1af52410da,2016-10,travel,34.448,-115.943,589,78
C_ID_1af8021eb0,2016-11,cash_back,47.877,-118.823,346,30
C_ID_1afae35661,2017-07,travel,45.797,-114.764,652,75
C_ID_1afcceffdc,2016-01,cash_back,42.483,-77.151,547,27
C_ID_1afebeee28,2017-11,dining_entertainment,26.755,-97.928,476,81
C_ID_1aff479c44,2016-09,cash_back,30.624,-92.562,325,52
C_ID_1b020dee60,2017-05,cash_back,35.931,-95.15,566,81
C_ID_1b023a498b,2017-04,cash_back,32.968,-110.85,490,43
C_ID_1b029fd95a,2016-08,cash_back,29.741,-96.637,801,75
C_ID_1b036a7582,2017-01,dining_entertainment,40.864,-91.948,598,23
C_ID_1b05f2a91b,2017-09,cash_back,46.464,-95.684,767,54
C_ID_1b063ef99a,2017-01,travel,47.13,-94.838,679,94
C_ID_1b07ac9ec1,2016-02,dining_entertainment,41.009,-96.534,473,26
C_ID_1b084d628e,2017-07,cash_back,38.395,-122.275,818,52
C_ID_1b095e17f6,2017-05,cash_back,37.88,-101.999,695,51
C_ID_1b0a9357e2,2015-09,cash_back,33.464,-89.404,471,42
C_ID_1b0bc0a931,2017-07,cash_back,43.357,-109.471,571,41
C_ID_1b0bfc3459,2016-11,cash_back,31.604,-97.854,336,40
C_ID_1b0d99179b,2017-07,cash_back,48.838,-103.278,496,23
C_ID_1b0ee9229f,2017-06,travel,45.98,-86.564,719,67
C_ID_1b11e71e43,2017-11,cash_back,32.875,-100.494,428,40
C_ID_1b141c0f57,2016-10,travel,46.734,-105.014,589,43
C_ID_1b14232619,2017-04,cash_back,35.07,-88.339,348,71
C_ID_1b167872bf,2016-12,dining_entertainment,31.775,-93.366,772,48
C_ID_1b1716fde2,2017-08,travel,32.979,-114.56,409,20
C_ID_1b176aab5e,2017-08,travel,32.112,-98.8,811,88
C_ID_1b17fadc72,2017-09,dining_entertainment,47.608,-99.758,546,40
C_ID_1b187273bc,2017-11,cash_back,44.156,-89.819,825,35
C_ID_1b18dbab78,2017-08,cash_back,45.349,-96.589,338,90
C_ID_1b1b943498,2017-03,dining_entertainment,44.17,-110.673,393,21
C_ID_1b1df438d3,2017-08,cash_back,35.684,-94.745,587,86
C_ID_1b1e890a9c,2016-11,cash_back,43.961,-107.033,453,25
C_ID_1b1fadd483,2017-07,cash_back,37.656,-107.885,741,96
C_ID_1b24aacc01,2017-10,cash_back,41.756,-115.588,421,54
C_ID_1b26d960e6,2017-11,dining_entertainment,32.302,-114.039,476,30
C_ID_1b2adceea1,2017-12,cash_back,46.97,-105.604,743,56
C_ID_1b2d4c6cb0,2017-09,cash_back,46.231,-100.622,479,53
C_ID_1b2da34fdc,2013-09,travel,37.964,-75.647,629,18
C_ID_1b2e8713f6,2014-12,cash_back,39.527,-92.554,593,28
C_ID_1b2ed7c3f1,2017-11,cash_back,46.315,-101.662,442,53
C_ID_1b2ee94745,2017-07,dining_entertainment,31.776,-82.732,693,71
C_ID_1b2f508388,2016-11,cash_back,33.395,-108.131,425,53
C_ID_1b2fb4fded,2016-11,dining_entertainment,39.019,-77.732,623,50
C_ID_1b2fd951ac,2017-09,dining_entertainment,47.347,-113.786,339,50
C_ID_1b317712d1,2016-12,cash_back,38.581,-84.889,828,57
C_ID_1b33100a7a,2015-11,travel,46.845,-110.249,511,55
C_ID_1b342e41bc,2016-08,dining_entertainment,30.546,-92.859,733,69
C_ID_1b342fb83d,2017-12,cash_back,46.584,-91.737,832,49
C_ID_1b34438a87,2016-11,cash_back,37.696,-114.569,345,81
C_ID_1b3574861c,2016-04,dining_entertainment,37.461,-91.211,846,34
C_ID_1b3725d6ec,2016-12,cash_back,28.491,-81.937,357,60
C_ID_1b37823e65,2017-10,dining_entertainment,28.055,-97.579,433,28
C_ID_1b387abc0e,2017-06,cash_back,30.406,-90.689,731,47
C_ID_1b389defd3,2017-07,travel,43.649,-87.271,665,58
C_ID_1b3cfd60da,2017-09,cash_back,46.629,-117.9,582,72
C_ID_1b3d907968,2016-12,dining_entertainment,36.27,-103.881,803,35
C_ID_1b3e65c21f,2017-09,travel,33.054,-85.452,596,35
C_ID_1b3fa540af,2017-01,cash_back,34.853,-83.575,306,31
C_ID_1b414d96df,2017-10,cash_back,43.899,-93.894,577,72
C_ID_1b444e085f,2017-08,cash_back,35.819,-119.773,770,68
C_ID_1b45736825,2015-02,cash_back,32.864,-85.703,780,58
C_ID_1b45fc1665,2016-05,cash_back,42.207,-122.386,403,71
C_ID_1b4849a331,2017-09,cash_back,35.719,-90.845,497,74
C_ID_1b48b27758,2017-06,cash_back,41.778,-113.862,731,54
C_ID_1b4a7eed59,2017-08,cash_back,39.625,-97.173,660,71
C_ID_1b4b626d04,2016-07,dining_entertainment,35.906,-83.908,532,42
C_ID_1b4bfc99ab,2015-01,dining_entertainment,43.1,-103.781,368,33
C_ID_1b51a3403e,2016-11,cash_back,32.92,-83.433,754,22
C_ID_1b51cbc00f,2017-03,dining_entertainment,31.401,-103.098,811,71
C_ID_1b529ce797,2017-12,cash_back,47.725,-95.62,607,44
C_ID_1b55fa2abd,2017-11,cash_back,45.92,-106.574,721,25
C_ID_1b56a89f70,2017-07,cash_back,44.553,-96.943,757,65
C_ID_1b5710a08a,2015-07,cash_back,43.772,-124.162,696,25
C_ID_1b57129fc6,2016-05,cash_back,42.125,-102.99,602,86
C_ID_1b5ea89f12,2017-04,travel,36.598,-97.416,394,52
C_ID_1b6389f5af,2017-12,cash_back,38.44,-122.689,830,20
C_ID_1b650a3628,2016-11,cash_back,31.886,-100.398,555,47
C_ID_1b6529050b,2017-06,cash_back,43.125,-85.163,841,32
C_ID_1b65771b49,2016-08,dining_entertainment,40.362,-84.844,341,89
C_ID_1b65ad193c,2017-01,cash_back,30.891,-99.574,558,32
C_ID_1b673892a2,2017-10,cash_back,42.816,-94.687,580,19
C_ID_1b69d6986a,2017-02,cash_back,48.08,-103.779,714,59
C_ID_1b6efe821b,2016-12,travel,31.088,-104.016,842,20
C_ID_1b71c9454f,2017-03,cash_back,47.89,-123.932,581,94
C_ID_1b71d31ed6,2017-05,dining_entertainment,38.692,-104.243,509,61
C_ID_1b74d2e3a0,2016-08,cash_back,38.283,-85.263,392,61
C_ID_1b75691b3c,2016-09,travel,31.832,-96.482,351,97
C_ID_1b759c1d82,2016-08,cash_back,41.546,-100.637,491,33
C_ID_1b767a2733,2017-07,dining_entertainment,39.714,-109.161,612,21
C_ID_1b77114629,2017-01,travel,38.492,-79.542,343,27
C_ID_1b778b67e8,2016-09,cash_back,25.738,-81.276,361,32
C_ID_1b788e4258,2017-02,dining_entertainment,40.989,-119.865,378,62
C_ID_1b78d3e0ec,2016-12,cash_back,38.075,-75.51,313,51
C_ID_1b7ba8bc42,2017-04,travel,45.341,-88.425,409,98
C_ID_1b7c06af50,2017-05,dining_entertainment,44.79,-72.766,411,32
C_ID_1b7ce0029d,2015-07,dining_entertainment,41.094,-107.423,462,49
C_ID_1b7f1370e3,2017-09,dining_entertainment,41.908,-83.172,759,72
C_ID_1b7f66b7d3,2017-01,dining_entertainment,34.578,-113.193,354,42
C_ID_1b81e60453,2016-06,dining_entertainment,43.5,-87.763,685,22
C_ID_1b8452c632,2017-06,cash_back,37.878,-107.473,307,45
C_ID_1b86247394,2017-08,dining_entertainment,46.71,-120.733,805,40
C_ID_1b875c6784,2017-11,travel,31.442,-103.502,335,88
C_ID_1b8c5130d8,2016-08,cash_back,26.855,-81.228,669,24
C_ID_1b8e2ee427,2017-09,cash_back,39.14,-118.433,337,58
C_ID_1b8edb7e35,2016-10,dining_entertainment,41.711,-93.203,306,28
C_ID_1b915b708c,2017-11,travel,42.954,-86.828,643,58
C_ID_1b9813979d,2015-08,dining_entertainment,38.246,-101.531,738,98
C_ID_1b9a1a6276,2017-04,cash_back,40.932,-99.79,776,51
C_ID_1b9aa140c4,2016-05,travel,47.643,-86.703,522,66
C_ID_1b9b61083a,2015-04,cash_back,29.366,-97.729,623,57
C_ID_1b9b728976,2017-12,cash_back,47.81,-96.4,583,26
C_ID_1b9d3f0ff6,2015-10,cash_back,44.994,-89.644,344,58
C_ID_1ba232d408,2016-01,cash_back,34.807,-118.581,416,24
C_ID_1ba29197a9,2016-06,cash_back,35.686,-82.925,308,28
C_ID_1ba48a1b02,2017-09,cash_back,42.608,-73.44,535,26
C_ID_1ba49d0147,2017-11,travel,46.921,-120.188,472,38
C_ID_1ba50b5b2b,2017-09,cash_back,40.459,-123.322,699,56
C_ID_1ba584ffc6,2017-10,travel,37.083,-101.767,722,39
C_ID_1ba66da94f,2017-04,dining_entertainment,36.032,-104.569,713,25
C_ID_1ba719b33f,2017-02,cash_back,43.958,-89.405,596,27
C_ID_1ba81e1494,2017-05,travel,47.767,-117.353,632,44
C_ID_1bac349410,2017-11,dining_entertainment,40.025,-75.468,704,56
C_ID_1bb0f8ca7c,2016-12,cash_back,46.218,-68.084,402,37
C_ID_1bb4f414ca,2017-04,travel,34.528,-80.248,563,52
C_ID_1bb582e34c,2017-10,cash_back,40.641,-91.148,497,69
C_ID_1bb602f732,2017-06,travel,41.162,-87.272,825,25
C_ID_1bb6062947,2015-07,travel,39.363,-85.658,396,88
C_ID_1bb75d7aae,2015-09,cash_back,34.19,-103.16,651,40
C_ID_1bb79d4263,2017-10,cash_back,40.342,-82.117,386,18
C_ID_1bb9763089,2016-10,dining_entertainment,31.194,-82.351,536,74
C_ID_1bb9aaead4,2016-11,cash_back,37.782,-110.32,824,28
C_ID_1bbc15249d,2017-04,cash_back,46.372,-109.079,567,25
C_ID_1bbdbffa7a,2017-10,cash_back,43.638,-84.666,487,29
C_ID_1bbe3b1dab,2017-07,cash_back,43.751,-119.374,343,27
C_ID_1bc043a75c,2016-05,cash_back,39.113,-98.471,406,63
C_ID_1bc14378c1,2014-09,travel,31.121,-83.319,755,19
C_ID_1bc1d25493,2017-04,travel,29.616,-91.15,513,41
C_ID_1bc358991e,2016-06,dining_entertainment,44.582,-93.918,450,53
C_ID_1bc623ecb4,2017-11,travel,40.32,-83.765,429,62
C_ID_1bc65fb407,2016-10,dining_entertainment,35.641,-120.227,325,23
C_ID_1bc9507af7,2017-01,cash_back,39.503,-106.4,441,47
C_ID_1bcc96b4fb,2017-03,cash_back,37.874,-103.507,342,75
C_ID_1bd138dd47,2017-11,travel,43.713,-95.605,416,45
C_ID_1bd13e78a9,2016-08,cash_back,42.791,-72.976,670,33
C_ID_1bd184664a,2017-02,cash_back,36.19,-84.592,711,72
C_ID_1bd7099ea2,2017-02,dining_entertainment,39.954,-110.167,666,69
C_ID_1bda0b5d6c,2017-09,cash_back,43.805,-84.247,386,61
C_ID_1bdcc10445,2017-12,dining_entertainment,42.949,-113.982,759,37
C_ID_1bde1fe935,2016-07,travel,44.065,-98.556,550,87
C_ID_1bdeb820cc,2017-10,cash_back,32.298,-93.575,776,62
C_ID_1bdfc60883,2016-10,cash_back,35.803,-102.11,585,99
C_ID_1be03fddd5,2017-10,travel,27.964,-82.486,337,35
C_ID_1be06b7cc8,2017-09,cash_back,36.365,-108.96,301,34
C_ID_1be2880f0a,2017-11,dining_entertainment,39.269,-121.186,391,38
C_ID_1be3e2effb,2017-02,dining_entertainment,42.517,-107.174,837,34
C_ID_1be5462a4b,2015-06,travel,42.273,-116.872,823,26
C_ID_1be6ca6dec,2017-10,cash_back,44.628,-121.793,530,76
C_ID_1be74699bf,2017-06,dining_entertainment,39.437,-82.876,802,78
C_ID_1be749064d,2017-12,cash_back,37.822,-116.515,502,61
C_ID_1be97ba2b1,2017-12,travel,44.796,-69.273,713,79
C_ID_1bea537a4c,2016-04,cash_back,40.695,-120.471,718,36
C_ID_1becaad37f,2016-01,dining_entertainment,47.759,-95.468,487,19
C_ID_1beeda2d7b,2017-07,cash_back,40.6,-103.563,611,62
C_ID_1beefd5b41,2016-01,cash_back,47.711,-94.635,439,31
C_ID_1bf0aeae54,2017-01,travel,37.951,-94.023,452,69
C_ID_1bf13a097d,2017-11,cash_back,39.749,-92.019,345,54
C_ID_1bf19ec0b6,2017-04,cash_back,45.348,-123.893,435,50
C_ID_1bf3935afe,2017-02,travel,40.35,-118.493,780,27
C_ID_1bf5e70f89,2017-08,cash_back,45.609,-70.162,318,34
C_ID_1bf7339f49,2016-09,dining_entertainment,48.016,-109.345,699,74
C_ID_1bf7dff061,2017-09,cash_back,39.536,-83.71,552,54
C_ID_1bf9371a0c,2017-09,dining_entertainment,39.558,-107.143,716,20
C_ID_1bfc3cbf3e,2017-09,cash_back,46.099,-109.337,780,20
C_ID_1bfce07d3d,2016-08,travel,36.329,-99.595,410,46
C_ID_1bffb7bf2b,2017-11,cash_back,46.803,-92.034,847,51
C_ID_1c0096def7,2016-12,travel,42.578,-121.977,743,31
C_ID_1c01d8b4be,2017-08,cash_back,33.896,-99.737,627,23
C_ID_1c01f09620,2017-04,cash_back,48.679,-99.977,820,56
C_ID_1c06b5585d,2016-09,cash_back,45.408,-92.2,735,32
C_ID_1c07924388,2017-01,cash_back,39.756,-81.569,698,27
C_ID_1c082ff7e5,2017-08,dining_entertainment,33.622,-108.087,395,24
C_ID_1c0aa9447b,2016-09,travel,38.298,-98.335,800,45
C_ID_1c0ac6905e,2016-12,cash_back,35.416,-98.115,597,27
C_ID_1c0b9f3dd2,2017-09,cash_back,44.847,-109.344,425,55
