,target,text
820,ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.
821,ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
822,ham,On the road so cant txt
823,spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
824,spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
825,ham,Have a good evening! Ttyl
826,ham,Hmm .. Bits and pieces lol ... *sighs* ...
827,ham,Hahaha..use your brain dear
828,ham,Hey. You got any mail?
829,ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
830,ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
831,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
832,ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
833,spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
834,ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
835,ham,Surely result will offer:)
836,ham,Good Morning my Dear........... Have a great &amp; successful day.
837,spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
838,ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
839,spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
840,spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
841,ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx
842,ham,"Pls send me a comprehensive mail about who i'm paying, when and how much."
843,ham,Our Prashanthettan's mother passed away last night. pray for her and family.
844,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
845,ham,K.k:)when are you going?
846,ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
847,ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
848,ham,I am in office:)whats the matter..msg me now.i will call you at break:).
849,ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
850,spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
851,ham,U reach orchard already? U wan 2 go buy tickets first?
852,ham,"I am real, baby! I want to bring out your inner tigress..."
853,ham,No da if you run that it activate the full version da.
854,ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.
855,ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.
856,spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
857,ham,Going to take your babe out ?
858,ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
859,ham,Spoons it is then okay?
860,ham,Did he just say somebody is named tampa
861,ham,In work now. Going have in few min.
862,ham,Your brother is a genius
863,ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
864,ham,Did u find out what time the bus is at coz i need to sort some stuff out.
865,ham,Dude ive been seeing a lotta corvettes lately
866,spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
867,ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
868,spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
869,spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
870,spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
871,ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
872,ham,Its going good...no problem..but still need little experience to understand american customer voice...
873,ham,I'll text you when I drop x off
874,ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
875,ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
876,spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
877,ham,Are you in castor? You need to see something
878,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
879,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
880,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
881,spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
882,ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
883,ham,I love to give massages. I use lots of baby oil... What is your fave position?
884,ham,Dude we should go sup again
885,ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
886,ham,Gibbs unsold.mike hussey
887,ham,I like to talk pa but am not able to. I dont know y.
888,ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
889,ham,You unbelievable faglord
890,ham,Wife.how she knew the time of murder exactly
891,ham,Why do you ask princess?
892,ham,I am great princess! What are you thinking about me? :)
893,ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
894,ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
895,ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
896,ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
897,ham,Hope you are having a good week. Just checking in
898,ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
899,ham,"Thursday night? Yeah, sure thing, we'll work it out then"
900,spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
901,ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
902,ham,How is it possible to teach you. And where.
903,ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
904,ham,Lovely smell on this bus and it ain't tobacco... 
905,ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
906,ham,Hey what's up charles sorry about the late reply.
907,spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
908,ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
909,ham,WHITE FUDGE OREOS ARE IN STORES
910,spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
911,ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
912,ham,I am sorry it hurt you.
913,ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
914,ham,Ok lor but not too early. Me still having project meeting now.
915,ham,"Call me da, i am waiting for your call."
916,ham,I could ask carlos if we could get more if anybody else can chip in
917,ham,Was actually about to send you a reminder today. Have a wonderful weekend
918,ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
919,ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
920,ham,Dont talk to him ever ok its my word.
921,ham,When u wana see it then
922,ham,On ma way to school. Can you pls send me ashley's number
923,ham,It shall be fine. I have avalarr now. Will hollalater
924,ham,She went to attend another two rounds today..but still did't reach home..
925,ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
926,ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
927,ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
928,ham,K:)i will give my kvb acc details:)
929,ham,Oh all have to come ah?
930,spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy
931,ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
932,ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
933,ham,So do you have samus shoulders yet
934,ham,What time you think you'll have it? Need to know when I should be near campus
935,spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
936,ham,Then dun wear jeans lor...
937,ham,"Since when, which side, any fever, any vomitin."
938,ham,K:)k.are you in college?
939,spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
940,ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
941,ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
942,ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
943,spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
944,ham,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
945,ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
946,ham,I cant wait to see you! How were the photos were useful? :)
947,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
948,ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
949,ham,Chk in ur belovd ms dict
950,ham,Is that what time you want me to come?
951,ham,"Awesome, lemme know whenever you're around"
952,ham,Shb b ok lor... Thanx...
953,ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
954,ham,Also remember to get dobby's bowl from your car
955,spam,Filthy stories and GIRLS waiting for your
956,ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
957,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
958,ham,Welp apparently he retired
959,ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
960,ham,Where @
961,ham,U sure u can't take any sick time?
962,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
963,ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
964,ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
965,ham,Are you this much buzy
966,ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
967,ham,I am not sure about night menu. . . I know only about noon menu
968,ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
969,ham,Are you willing to go for aptitude class.
970,ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
971,ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
972,ham,"Haha awesome, omw back now then"
973,ham,Yup i thk so until e shop closes lor.
974,ham,what is your account number?
975,ham,Eh u send wrongly lar...
976,ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
977,ham,Ok i shall talk to him
978,ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
979,ham,Hey you can pay. With salary de. Only  &lt;#&gt; .
980,ham,Another month. I need chocolate weed and alcohol.
981,ham,If he started searching he will get job in few days.he have great potential and talent.
982,ham,Reckon need to be in town by eightish to walk from * carpark.
983,spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
984,ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
985,ham,Yo guess what I just dropped
986,ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
987,ham,I'm in office now . I will call you  &lt;#&gt;  min:)
988,ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
989,ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
990,ham,Ugh. Gotta drive back to sd from la. My butt is sore.
991,ham,26th OF JULY
992,ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
993,ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
994,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
995,ham,"I can't, I don't have her number!"
996,ham,Change again... It's e one next to escalator...
997,ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
998,ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
999,ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
1000,ham,"Aight will do, thanks again for comin out"
1001,ham,No..but heard abt tat..
1002,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
1003,ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
1004,ham,&lt;#&gt;  am I think? Should say on syllabus
1005,ham,Umma. Did she say anything
1006,ham,Give me a sec to think think about it
1007,spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
1008,ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
1009,ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
1010,ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
1011,ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
1012,ham,"I just got home babe, are you still awake ?"
1013,ham,I dunno they close oredi not... Ü v ma fan...
1014,ham,Just buy a pizza. Meat lovers or supreme. U get to pick.
1015,ham,"Ya, told..she was asking wats matter?"
1016,ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
1017,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
1018,ham,Shall i send that exe to your mail id.
1019,ham,Nope watching tv at home... Not going out. V bored...
1020,ham,Don know..wait i will check it.
1021,ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
1022,spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
1023,ham,We still on for tonight?
1024,ham,May i call You later Pls
1025,ham,Hasn't that been the pattern recently crap weekends?
1026,ham,I have a sore throat. It's scratches when I talk
1027,ham,Yes da. Any plm at ur office
1028,ham,Are you not around or just still asleep? :V
1029,ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
1030,ham,"Its good, we'll find a way"
1031,ham,Can not use foreign stamps in this country. Good lecture .
1032,ham,Yup bathe liao...
1033,ham,HAPPY NEW YEAR MY NO.1 MAN
1034,ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
1035,ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
1036,ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
1037,ham,"No my blankets are sufficient, thx"
1038,ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
1039,ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
1040,ham,They just talking thats it de. They wont any other.
1041,ham,Today am going to college so am not able to atten the class.
1042,ham,I'm in class. Will holla later
1043,ham,Easy ah?sen got selected means its good..
1044,ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
1045,spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
1046,ham,"Come round, it's . "
1047,ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
1048,spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
1049,ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
1050,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
1051,ham,Are you available for soiree on June 3rd?
1052,ham,Do u noe wat time e place dat sells 4d closes?
1053,ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
1054,ham,Jay's getting really impatient and belligerent
1055,ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
1056,ham,I'm at work. Please call
1057,ham,Then u drive lor.
1058,ham,Ard 515 like dat. Y?
1059,ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
1060,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
1061,ham,I'm working technical support :)voice process.networking field.
1062,ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
1063,ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
1064,spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150
1065,ham,"That's fine, I'll bitch at you about it later then"
1066,ham,No my mum went 2 dentist.
1067,ham,Once free call me sir. I am waiting for you.
1068,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
1069,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
1070,ham,Jus finish bathing...
1071,ham,"alright, I'll make sure the car is back tonight"
1072,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only
1073,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688
1074,ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
1075,ham,Aight ill get on fb in a couple minutes
1076,ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
1077,ham,Where can download clear movies. Dvd copies.
1078,ham,"Yep, by the pretty sculpture"
1079,ham,Convey my regards to him
1080,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
1081,ham,You tell what happen dont behave like this to me. Ok no need to say
1082,ham,Can u get pic msgs to your phone?
1083,ham,Send to someone else :-)
1084,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
1085,ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
1086,ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
1087,ham,I don't think he has spatula hands!
1088,ham,You can never do NOTHING
1089,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
1090,ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
1091,spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
1092,ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.
1093,ham,Where r we meeting?
1094,ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
1095,ham,Now only i reached home. . . I am very tired now. . I will come tomorro
1096,ham,Ryder unsold.now gibbs.
1097,spam,Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
1098,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
1099,ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
1100,ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
1101,ham,You busy or can I come by at some point and figure out what we're doing tomorrow
1102,ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
1103,ham,Black shirt n blue jeans... I thk i c ü...
1104,ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
1105,spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
1106,ham,on hen night. Going with a swing
1107,ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
1108,ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
1109,ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
1110,ham,S s..first time..dhoni rocks...
1111,ham,Ok ill tell the company
1112,ham,"Awesome, think we can get an 8th at usf some time tonight?"
1113,ham,So that means you still think of teju
1114,ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
1115,ham,No no:)this is kallis home ground.amla home town is durban:)
1116,ham,So lets make it saturday or monday as per convenience.
1117,ham,Hey... What time is your driving on fri? We go for evaluation on fri?
1118,spam,"449050000301 You have won a £2,000 price! To claim, call 09050000301."
1119,ham,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
1120,spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
1121,ham,Cancel cheyyamo?and get some money back?
1122,spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
1123,ham,Ok.ok ok..then..whats ur todays plan
1124,ham,Good morning princess! How are you?
1125,ham,Aiyar sorry lor forgot 2 tell u...
1126,spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p
1127,ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
1128,ham,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
1129,spam,Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
1130,ham,"So check your errors and if you had difficulties, do correction."
1131,ham,Howz pain?hope u r fine..
1132,ham,"Sorry, I'll call later"
1133,ham,Good morning princess! How are you?
1134,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
1135,ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
1136,ham,K do I need a login or anything
1137,spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
1138,ham,LOL ... No just was busy
1139,ham,What * u wearing?
1140,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
1141,ham,Oh:)as usual vijay film or its different?
1142,spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
1143,ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
1144,ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
1145,ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
1146,spam,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832"
1147,ham,Babe ? I lost you ... :-(
1148,ham,Ok... Help me ask if she's working tmr a not?
1149,ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
1150,ham,Not a drop in the tank
1151,ham,(That said can you text him one more time?)
1152,ham,"Sorry, I'll call later"
1153,ham,Ok i go change also...
1154,spam,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)
1155,ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
1156,ham,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
